ID,Country or Subregion,Serotype,Year,In / Out of Subregions,Epi. Week (a),Total of Dengue Cases (b),Incidence Rate (c),Laboratory Confirmed,Severe Dengue (d),(SD/D) x100 (e),Deaths,CFR (f),Population X 1000
1,Canada,  ,2015,Out,44,0,,0,0,,0,,0
1,Canada,  ,2016,Out,44,0,,0,0,,0,,0
1,Canada,  ,2017,Out,44,0,,0,0,,0,,0
1,Canada,  ,2018,Out,44,0,,0,0,,0,,0
1,Canada,  ,2019,Out,44,0,,0,0,,0,,0
1,Canada,  ,2020,Out,44,0,,0,0,,0,,0
1,United States of America,  ,2016,Out,44,923,0.28,923,0,0,0,0,"324,119"
1,United States of America,  ,2017,Out,44,377,0.12,377,8,2.12,0,0,"324,460"
1,United States of America,  ,2018,Out,44,222,0.07,222,4,1.8,0,0,"326,767"
1,United States of America,  ,2019,Out,44,845,0.26,845,15,1.78,0,0,"326,767"
1,United States of America,  ,2020,Out,44,244,0.07,244,0,0,0,0,"326,767"
1,United States of America,DEN 1,2015,Out,44,662,0.2,662,5,0.76,0,0,"325,128"
1,North America,  ,2015,In,,662,0.2,662,5,0.76,0,0,"325,128"
1,North America,  ,2016,In,,923,0.28,923,0,0,0,0,"324,119"
1,North America,  ,2017,In,,377,0.12,377,8,2.12,0,0,"324,460"
1,North America,  ,2018,In,,222,0.07,222,4,1.8,0,0,"326,767"
1,North America,  ,2019,In,,845,0.26,845,15,1.78,0,0,"326,767"
1,North America,  ,2020,In,,244,0.07,244,0,0,0,0,"326,767"
2,Belize,"DEN 1,2,3",2019,Out,44,"10,562","2,764.92","2,534",93,0.88,0,0,382
2,Belize,"DEN 1,3",2020,Out,44,"2,406",629.84,321,0,0,0,0,382
2,Belize,DEN 2,2015,Out,44,"4,661","1,339.37",425,,,,,348
2,Belize,DEN 2,2017,Out,44,"2,876",766.93,46,2,0.07,0,0,375
2,Belize,DEN 2,2018,Out,44,"1,798",470.68,103,,,0,0,382
2,Belize,DEN 3,2016,Out,44,"4,495","1,224.80",120,,,,,367
2,Costa Rica,"DEN 1,2",2017,Out,44,"5,220",106.4,,0,0,0,0,"4,906"
2,Costa Rica,"DEN 1,2",2018,Out,44,"2,278",45.99,265,0,0,0,0,"4,953"
2,Costa Rica,"DEN 1,2",2019,Out,44,"7,854",158.57,317,10,0.13,0,0,"4,953"
2,Costa Rica,"DEN 1,2",2020,Out,44,"9,412",190.03,426,20,0.21,0,0,"4,953"
2,Costa Rica,"DEN 1,2,3",2015,Out,44,"10,769",215.29,0,6,0.06,0,0,"5,002"
2,Costa Rica,"DEN 1,2,3",2016,Out,44,"20,930",430.92,0,0,0,0,0,"4,857"
2,El Salvador,"DEN 1,2,3",2015,Out,44,"42,697",664.44,"9,044",332,0.78,3,0.007,"6,426"
2,El Salvador,DEN 2,2016,Out,44,"8,192",133.29,111,187,2.28,1,0.012,"6,146"
2,El Salvador,DEN 2,2017,Out,44,"3,766",59.05,184,6,0.16,0,0,"6,378"
2,El Salvador,DEN 2,2018,Out,44,"7,152",111.54,700,109,1.52,1,0.014,"6,412"
2,El Salvador,DEN 2,2019,Out,44,"25,242",393.67,728,105,0.42,14,0.055,"6,412"
2,El Salvador,DEN 2,2020,Out,44,"5,031",78.46,35,9,0.18,0,0,"6,412"
2,Guatemala,"DEN 1,2,3,4",2015,Out,44,"15,137",93.12,824,26,0.17,9,0.059,"16,255"
2,Guatemala,"DEN 1,2,3,4",2016,Out,44,"8,271",49.61,330,43,0.52,1,0.012,"16,673"
2,Guatemala,"DEN 1,2,3,4",2017,Out,44,"3,697",21.86,"1,218",64,1.73,12,0.325,"16,914"
2,Guatemala,"DEN 1,2,3,4",2018,Out,44,"6,084",35.28,"1,936",67,1.1,18,0.296,"17,245"
2,Guatemala,"DEN 1,2,3,4",2019,Out,44,"45,145",261.79,"1,100",112,0.25,65,0.144,"17,245"
2,Guatemala,"DEN 1,2,3,4",2020,Out,44,"5,707",33.09,815,18,0.32,10,0.175,"17,245"
2,Honduras,  ,2015,Out,44,"40,750",483.74,0,906,2.22,3,0.007,"8,424"
2,Honduras,"DEN 1,2",2019,Out,44,"96,379","1,052.40",156,"18,635",19.34,156,0.162,"9,158"
2,Honduras,"DEN 1,2",2020,Out,44,"23,444",255.99,75,"1,679",7.16,9,0.038,"9,158"
2,Honduras,"DEN 1,2,3",2018,Out,44,"6,169",65.51,,536,8.69,3,0.049,"9,417"
2,Honduras,DEN 2,2016,Out,44,"21,797",266.14,76,296,1.36,3,0.014,"8,190"
2,Honduras,DEN 2,2017,Out,44,"4,859",52.44,0,99,2.04,0,0,"9,265"
2,Mexico,"DEN 1,2,3",2017,Out,44,"72,756",56.33,"11,462",304,0.42,17,0.023,"129,163"
2,Mexico,"DEN 1,2,3,4",2015,Out,44,"189,531",151.34,"20,409","4,060",2.14,25,0.013,"125,236"
2,Mexico,"DEN 1,2,3,4",2016,Out,44,"114,286",88.85,"14,443",686,0.6,11,0.01,"128,632"
