ID,Country or Subregion,Serotype,Year,In / Out of Subregions,Epi. Week (a),Total of Dengue Cases (b),Incidence Rate (c),Laboratory Confirmed,Severe Dengue (d),(SD/D) x100 (e),Deaths,CFR (f),Population X 1000
1,Canada,  ,2015,Out,29,0,,0,0,,0,,0
1,Canada,  ,2016,Out,29,0,,0,0,,0,,0
1,Canada,  ,2017,Out,29,0,,0,0,,0,,0
1,Canada,  ,2018,Out,29,0,,0,0,,0,,0
1,Canada,  ,2019,Out,29,0,,0,0,,0,,0
1,Canada,  ,2020,Out,29,0,,0,0,,0,,0
1,United States of America,  ,2016,Out,29,595,0.18,595,0,0,0,0,"324,119"
1,United States of America,  ,2017,Out,29,160,0.05,160,5,3.13,0,0,"324,460"
1,United States of America,  ,2018,Out,29,71,0.02,71,0,0,0,0,"326,767"
1,United States of America,  ,2019,Out,29,129,0.04,129,1,0.78,0,0,"326,767"
1,United States of America,  ,2020,Out,29,154,0.05,154,0,0,0,0,"326,767"
1,United States of America,DEN 1,2015,Out,29,282,0.09,282,0,0,0,0,"325,128"
1,North America,  ,2015,In,,282,0.09,282,0,0,0,0,"325,128"
1,North America,  ,2016,In,,595,0.18,595,0,0,0,0,"324,119"
1,North America,  ,2017,In,,160,0.05,160,5,3.13,0,0,"324,460"
1,North America,  ,2018,In,,71,0.02,71,0,0,0,0,"326,767"
1,North America,  ,2019,In,,129,0.04,129,1,0.78,0,0,"326,767"
1,North America,  ,2020,In,,154,0.05,154,0,0,0,0,"326,767"
2,Belize,"DEN 1,2,3",2019,Out,29,"2,495",653.14,615,0,0,0,0,382
2,Belize,"DEN 1,3",2020,Out,29,"1,892",495.29,310,0,0,0,0,382
2,Belize,DEN 2,2015,Out,29,"2,247",645.69,188,,,,,348
2,Belize,DEN 2,2017,Out,29,"2,180",581.33,20,2,0.09,0,0,375
2,Belize,DEN 2,2018,Out,29,851,222.77,26,,,0,0,382
2,Belize,DEN 3,2016,Out,29,"2,674",728.61,96,,,,,367
2,Costa Rica,"DEN 1,2",2017,Out,29,"3,202",65.27,,0,0,0,0,"4,906"
2,Costa Rica,"DEN 1,2",2018,Out,29,"1,333",26.91,220,0,0,0,0,"4,953"
2,Costa Rica,"DEN 1,2",2019,Out,29,"2,968",59.92,115,0,0,0,0,"4,953"
2,Costa Rica,"DEN 1,2",2020,Out,29,"6,146",124.09,349,11,0.18,0,0,"4,953"
2,Costa Rica,"DEN 1,2,3",2015,Out,29,"2,916",58.3,0,0,0,0,0,"5,002"
2,Costa Rica,"DEN 1,2,3",2016,Out,29,"12,134",249.82,0,0,0,0,0,"4,857"
2,El Salvador,"DEN 1,2,3",2015,Out,29,"14,006",217.96,"3,078",102,0.73,1,0.007,"6,426"
2,El Salvador,DEN 2,2016,Out,29,"6,395",104.05,72,153,2.39,1,0.016,"6,146"
2,El Salvador,DEN 2,2017,Out,29,"2,339",36.67,75,0,0,0,0,"6,378"
2,El Salvador,DEN 2,2018,Out,29,"2,965",46.24,199,7,0.24,0,0,"6,412"
2,El Salvador,DEN 2,2019,Out,29,"8,843",137.91,420,24,0.27,2,0.023,"6,412"
2,El Salvador,DEN 2,2020,Out,29,"3,905",60.9,31,4,0.1,0,0,"6,412"
