ID,Country or Subregion,Serotype,Year,In / Out of Subregions,Epi. Week (a),Total of Dengue Cases (b),Incidence Rate (c),Laboratory Confirmed,Severe Dengue (d),(SD/D) x100 (e),Deaths,CFR (f),Population X 1000
1,Canada,  ,2015,Out,8,0,,0,0,,0,,0
1,Canada,  ,2016,Out,8,0,,0,0,,0,,0
1,Canada,  ,2017,Out,8,0,,0,0,,0,,0
1,Canada,  ,2018,Out,8,0,,0,0,,0,,0
1,Canada,  ,2019,Out,8,0,,0,0,,0,,0
1,Canada,  ,2020,Out,8,0,,0,0,,0,,0
1,United States of America,  ,2016,Out,8,231,0.07,231,0,0,0,0,"324,119"
1,United States of America,  ,2017,Out,8,47,0.01,47,1,2.13,0,0,"324,460"
1,United States of America,  ,2018,Out,8,7,0,7,0,0,0,0,"326,767"
1,United States of America,  ,2019,Out,8,39,0.01,39,0,0,0,0,"326,767"
1,United States of America,  ,2020,Out,8,47,0.01,47,0,0,0,0,"326,767"
1,United States of America,DEN 1,2015,Out,8,3,0,3,0,0,0,0,"325,128"
1,North America,  ,2015,In,,3,0,3,0,0,0,0,"325,128"
1,North America,  ,2016,In,,231,0.07,231,0,0,0,0,"324,119"
1,North America,  ,2017,In,,47,0.01,47,1,2.13,0,0,"324,460"
1,North America,  ,2018,In,,7,0,7,0,0,0,0,"326,767"
1,North America,  ,2019,In,,39,0.01,39,0,0,0,0,"326,767"
1,North America,  ,2020,In,,47,0.01,47,0,0,0,0,"326,767"
2,Belize,"DEN 1,2",2019,Out,8,401,104.97,59,0,0,0,0,382
2,Belize,"DEN 1,3",2020,Out,8,814,213.09,170,0,0,0,0,382
2,Belize,DEN 2,2015,Out,8,596,171.26,43,,,,,348
2,Belize,DEN 2,2017,Out,8,820,218.67,6,2,0.24,0,0,375
2,Belize,DEN 2,2018,Out,8,192,50.26,5,,,0,0,382
2,Belize,DEN 3,2016,Out,8,960,261.58,67,,,,,367
2,Costa Rica,"DEN 1,2",2017,Out,8,888,18.1,,0,0,0,0,"4,906"
2,Costa Rica,"DEN 1,2",2018,Out,8,316,6.38,,0,0,0,0,"4,953"
2,Costa Rica,"DEN 1,2",2019,Out,8,298,6.02,9,0,0,0,0,"4,953"
2,Costa Rica,"DEN 1,2",2020,Out,8,"1,208",24.39,76,2,0.17,0,0,"4,953"
2,Costa Rica,"DEN 1,2,3",2015,Out,8,688,13.75,0,0,0,0,0,"5,002"
2,Costa Rica,"DEN1,2,3",2016,Out,8,"5,375",110.67,0,0,0,0,0,"4,857"
2,El Salvador,"DEN 1,2,3",2015,Out,8,"1,465",22.8,191,6,0.41,0,0,"6,426"
2,El Salvador,DEN 2,2016,Out,8,"2,344",38.14,43,45,1.92,0,0,"6,146"
