ID,Country or Subregion,Serotype,Year,In / Out of Subregions,Epi. Week (a),Total of Dengue Cases (b),Incidence Rate (c),Laboratory Confirmed,Severe Dengue (d),(SD/D) x100 (e),Deaths,CFR (f),Population X 1000
1,Canada,  ,2015,Out,7,0,,0,0,,0,,0
1,Canada,  ,2016,Out,7,0,,0,0,,0,,0
1,Canada,  ,2017,Out,7,0,,0,0,,0,,0
1,Canada,  ,2018,Out,7,0,,0,0,,0,,0
1,Canada,  ,2019,Out,7,0,,0,0,,0,,0
1,Canada,  ,2020,Out,7,0,,0,0,,0,,0
1,United States of America,  ,2016,Out,7,205,0.06,205,0,0,0,0,"324,119"
1,United States of America,  ,2017,Out,7,42,0.01,42,1,2.38,0,0,"324,460"
1,United States of America,  ,2018,Out,7,5,0,5,0,0,0,0,"326,767"
1,United States of America,  ,2019,Out,7,26,0.01,26,0,0,0,0,"326,767"
1,United States of America,  ,2020,Out,7,35,0.01,35,0,0,0,0,"326,767"
1,United States of America,DEN 1,2015,Out,7,3,0,3,0,0,0,0,"325,128"
1,North America,  ,2015,In,,3,0,3,0,0,0,0,"325,128"
1,North America,  ,2016,In,,205,0.06,205,0,0,0,0,"324,119"
1,North America,  ,2017,In,,42,0.01,42,1,2.38,0,0,"324,460"
1,North America,  ,2018,In,,5,0,5,0,0,0,0,"326,767"
1,North America,  ,2019,In,,26,0.01,26,0,0,0,0,"326,767"
1,North America,  ,2020,In,,35,0.01,35,0,0,0,0,"326,767"
2,Belize,"DEN 1,2",2019,Out,7,349,91.36,53,0,0,0,0,382
2,Belize,"DEN 1,3",2020,Out,7,721,188.74,158,0,0,0,0,382
2,Belize,DEN 2,2015,Out,7,533,153.16,34,,,,,348
2,Belize,DEN 2,2017,Out,7,670,178.67,4,2,0.3,0,0,375
2,Belize,DEN 2,2018,Out,7,145,37.96,3,,,0,0,382
2,Belize,DEN 3,2016,Out,7,870,237.06,64,,,,,367
2,Costa Rica,"DEN 1,2",2017,Out,7,830,16.92,,0,0,0,0,"4,906"
2,Costa Rica,"DEN 1,2",2018,Out,7,279,5.63,,0,0,0,0,"4,953"
2,Costa Rica,"DEN 1,2",2019,Out,7,243,4.91,8,0,0,0,0,"4,953"
2,Costa Rica,"DEN 1,2",2020,Out,7,"1,071",21.62,64,0,0,0,0,"4,953"
2,Costa Rica,"DEN 1,2,3",2015,Out,7,642,12.83,0,0,0,0,0,"5,002"
2,Costa Rica,"DEN1,2,3",2016,Out,7,"5,004",103.03,0,0,0,0,0,"4,857"
2,El Salvador,"DEN 1,2,3",2015,Out,7,"1,287",20.03,165,5,0.39,0,0,"6,426"
2,El Salvador,DEN 2,2016,Out,7,"2,162",35.18,41,45,2.08,0,0,"6,146"
2,El Salvador,DEN 2,2017,Out,7,463,7.26,10,0,0,0,0,"6,378"
2,El Salvador,DEN 2,2018,Out,7,477,7.44,17,0,0,0,0,"6,412"
2,El Salvador,DEN 2,2019,Out,7,992,15.47,170,20,2.02,0,0,"6,412"
2,El Salvador,DEN 2,2020,Out,7,"1,298",20.24,13,3,0.23,0,0,"6,412"
2,Guatemala,"DEN 1,2,3",2020,Out,7,"2,091",12.13,269,5,0.24,3,0.143,"17,245"
2,Guatemala,"DEN 1,2,3,4",2015,Out,7,"1,531",9.42,17,1,0.07,1,0.065,"16,255"
2,Guatemala,"DEN 1,2,3,4",2016,Out,7,"1,092",6.55,243,0,0,0,0,"16,673"
2,Guatemala,"DEN 1,2,3,4",2017,Out,7,301,1.78,,0,0,0,0,"16,914"
2,Guatemala,"DEN 1,2,3,4",2018,Out,7,543,3.15,123,6,1.1,0,0,"17,245"
2,Guatemala,"DEN 1,2,3,4",2019,Out,7,"1,111",6.44,119,17,1.53,5,0.45,"17,245"
2,Honduras,  ,2015,Out,7,"5,782",68.64,0,247,4.27,0,0,"8,424"
2,Honduras,  ,2020,Out,7,"7,730",84.41,7,646,8.36,7,0.091,"9,158"
2,Honduras,"DEN 1,2",2019,Out,7,"2,435",26.59,0,672,27.6,0,0,"9,158"
2,Honduras,"DEN 1,2,3",2018,Out,7,549,5.83,,33,6.01,0,0,"9,417"
2,Honduras,DEN 2,2016,Out,7,"4,625",56.47,0,89,1.92,1,0.022,"8,190"
2,Honduras,DEN 2,2017,Out,7,776,8.38,0,11,1.42,0,0,"9,265"
2,Mexico,"DEN 1,2",2018,Out,7,"1,945",1.49,123,4,0.21,0,0,"130,759"
2,Mexico,"DEN 1,2,3",2019,Out,7,"4,674",3.57,616,37,0.79,1,0.021,"130,759"
2,Mexico,"DEN 1,2,3,4",2015,Out,7,"6,892",5.5,"1,150",285,4.14,0,0,"125,236"
