ID,Country or Subregion,Serotype,Year,In / Out of Subregions,Epi. Week (a),Total of Dengue Cases (b),Incidence Rate (c),Laboratory Confirmed,Severe Dengue (d),(SD/D) x100 (e),Deaths,CFR (f),Population X 1000
1,Canada,  ,2015,Out,19,0,,0,0,,0,,0
1,Canada,  ,2016,Out,19,0,,0,0,,0,,0
1,Canada,  ,2017,Out,19,0,,0,0,,0,,0
1,Canada,  ,2018,Out,19,0,,0,0,,0,,0
1,Canada,  ,2019,Out,19,0,,0,0,,0,,0
1,Canada,  ,2020,Out,19,0,,0,0,,0,,0
1,United States of America,  ,2016,Out,19,389,0.12,389,0,0,0,0,"324,119"
1,United States of America,  ,2017,Out,19,79,0.02,79,2,2.53,0,0,"324,460"
1,United States of America,  ,2018,Out,19,34,0.01,34,0,0,0,0,"326,767"
1,United States of America,  ,2019,Out,19,101,0.03,101,0,0,0,0,"326,767"
1,United States of America,  ,2020,Out,19,109,0.03,109,0,0,0,0,"326,767"
1,United States of America,DEN 1,2015,Out,19,163,0.05,163,0,0,0,0,"325,128"
1,North America,  ,2015,In,,163,0.05,163,0,0,0,0,"325,128"
1,North America,  ,2016,In,,389,0.12,389,0,0,0,0,"324,119"
1,North America,  ,2017,In,,79,0.02,79,2,2.53,0,0,"324,460"
1,North America,  ,2018,In,,34,0.01,34,0,0,0,0,"326,767"
1,North America,  ,2019,In,,101,0.03,101,0,0,0,0,"326,767"
1,North America,  ,2020,In,,109,0.03,109,0,0,0,0,"326,767"
2,Belize,"DEN 1,2,3",2019,Out,19,978,256.02,183,0,0,0,0,382
2,Belize,"DEN 1,3",2020,Out,19,"1,583",414.4,300,0,0,0,0,382
2,Belize,DEN 2,2015,Out,19,"1,328",381.61,120,,,,,348
2,Belize,DEN 2,2017,Out,19,"1,626",433.6,17,2,0.12,0,0,375
2,Belize,DEN 2,2018,Out,19,485,126.96,12,,,0,0,382
2,Belize,DEN 3,2016,Out,19,"1,927",525.07,84,,,,,367
2,Costa Rica,"DEN 1,2",2017,Out,19,"1,534",31.27,,0,0,0,0,"4,906"
2,Costa Rica,"DEN 1,2",2018,Out,19,703,14.19,135,0,0,0,0,"4,953"
2,Costa Rica,"DEN 1,2",2019,Out,19,920,18.57,37,0,0,0,0,"4,953"
2,Costa Rica,"DEN 1,2",2020,Out,19,"2,591",52.31,161,8,0.31,0,0,"4,953"
2,Costa Rica,"DEN 1,2,3",2015,Out,19,"1,166",23.31,0,0,0,0,0,"5,002"
2,Costa Rica,"DEN 1,2,3",2016,Out,19,"7,325",150.81,0,0,0,0,0,"4,857"
2,El Salvador,"DEN 1,2,3",2015,Out,19,"4,169",64.88,684,23,0.55,0,0,"6,426"
