ID,Country or Subregion,Serotype,Year,In / Out of Subregions,Epi. Week (a),Total of Dengue Cases (b),Incidence Rate (c),Laboratory Confirmed,Severe Dengue (d),(SD/D) x100 (e),Deaths,CFR (f),Population X 1000
1,Canada,  ,2015,Out,41,0,,0,0,,0,,0
1,Canada,  ,2016,Out,41,0,,0,0,,0,,0
1,Canada,  ,2017,Out,41,0,,0,0,,0,,0
1,Canada,  ,2018,Out,41,0,,0,0,,0,,0
1,Canada,  ,2019,Out,41,0,,0,0,,0,,0
1,Canada,  ,2020,Out,41,0,,0,0,,0,,0
1,United States of America,  ,2016,Out,41,887,0.27,887,0,0,0,0,"324,119"
1,United States of America,  ,2017,Out,41,330,0.1,330,7,2.12,0,0,"324,460"
1,United States of America,  ,2018,Out,41,199,0.06,199,4,2.01,0,0,"326,767"
1,United States of America,  ,2019,Out,41,747,0.23,747,12,1.61,0,0,"326,767"
1,United States of America,  ,2020,Out,41,233,0.07,233,0,0,0,0,"326,767"
1,United States of America,DEN 1,2015,Out,41,534,0.16,534,4,0.75,0,0,"325,128"
1,North America,  ,2015,In,,534,0.16,534,4,0.75,0,0,"325,128"
1,North America,  ,2016,In,,887,0.27,887,0,0,0,0,"324,119"
1,North America,  ,2017,In,,330,0.1,330,7,2.12,0,0,"324,460"
1,North America,  ,2018,In,,199,0.06,199,4,2.01,0,0,"326,767"
1,North America,  ,2019,In,,747,0.23,747,12,1.61,0,0,"326,767"
1,North America,  ,2020,In,,233,0.07,233,0,0,0,0,"326,767"
2,Belize,"DEN 1,2,3",2019,Out,41,"8,967","2,347.38","2,220",84,0.94,0,0,382
2,Belize,"DEN 1,3",2020,Out,41,"2,274",595.29,320,0,0,0,0,382
2,Belize,DEN 2,2015,Out,41,"4,194","1,205.17",391,,,,,348
2,Belize,DEN 2,2017,Out,41,"2,787",743.2,40,2,0.07,0,0,375
2,Belize,DEN 2,2018,Out,41,"1,514",396.34,69,,,0,0,382
2,Belize,DEN 3,2016,Out,41,"4,267","1,162.67",120,,,,,367
2,Costa Rica,"DEN 1,2",2017,Out,41,"4,913",100.14,,0,0,0,0,"4,906"
2,Costa Rica,"DEN 1,2",2018,Out,41,"2,049",41.37,265,0,0,0,0,"4,953"
2,Costa Rica,"DEN 1,2",2019,Out,41,"6,951",140.34,290,2,0.03,0,0,"4,953"
2,Costa Rica,"DEN 1,2",2020,Out,41,"9,106",183.85,426,20,0.22,0,0,"4,953"
2,Costa Rica,"DEN 1,2,3",2015,Out,41,"8,346",166.85,0,6,0.07,0,0,"5,002"
2,Costa Rica,"DEN 1,2,3",2016,Out,41,"19,709",405.79,0,0,0,0,0,"4,857"
2,El Salvador,"DEN 1,2,3",2015,Out,41,"37,781",587.94,"8,547",310,0.82,2,0.005,"6,426"
2,El Salvador,DEN 2,2016,Out,41,"7,793",126.8,110,187,2.4,1,0.013,"6,146"
2,El Salvador,DEN 2,2017,Out,41,"3,420",53.62,174,5,0.15,0,0,"6,378"
2,El Salvador,DEN 2,2018,Out,41,"6,438",100.41,803,86,1.34,1,0.016,"6,412"
2,El Salvador,DEN 2,2019,Out,41,"23,344",364.07,700,105,0.45,12,0.051,"6,412"
2,El Salvador,DEN 2,2020,Out,41,"4,789",74.69,35,9,0.19,0,0,"6,412"
2,Guatemala,"DEN 1,2,3,4",2015,Out,41,"14,460",88.96,806,25,0.17,9,0.062,"16,255"
2,Guatemala,"DEN 1,2,3,4",2016,Out,41,"7,783",46.68,330,40,0.51,1,0.013,"16,673"
2,Guatemala,"DEN 1,2,3,4",2017,Out,41,"3,389",20.04,"1,010",33,0.97,13,0.384,"16,914"
2,Guatemala,"DEN 1,2,3,4",2018,Out,41,"5,692",33.01,"1,774",61,1.07,16,0.281,"17,245"
2,Guatemala,"DEN 1,2,3,4",2019,Out,41,"41,269",239.31,"1,072",108,0.26,64,0.155,"17,245"
2,Guatemala,"DEN 1,2,3,4",2020,Out,41,"5,525",32.04,790,18,0.33,10,0.181,"17,245"
2,Honduras,  ,2015,Out,41,"39,519",469.12,0,841,2.13,0,0,"8,424"
2,Honduras,"DEN 1,2",2019,Out,41,"89,310",975.21,151,"17,368",19.45,151,0.169,"9,158"
2,Honduras,"DEN 1,2",2020,Out,41,"22,267",243.14,75,"1,618",7.27,9,0.04,"9,158"
2,Honduras,"DEN 1,2,3",2018,Out,41,"5,603",59.5,,404,7.21,1,0.018,"9,417"
2,Honduras,DEN 2,2016,Out,41,"21,095",257.57,76,274,1.3,2,0.009,"8,190"
2,Honduras,DEN 2,2017,Out,41,"4,639",50.07,0,94,2.03,0,0,"9,265"
2,Mexico,"DEN 1,2,3",2017,Out,41,"58,697",45.44,"9,251",262,0.45,17,0.029,"129,163"
2,Mexico,"DEN 1,2,3,4",2015,Out,41,"166,255",132.75,"17,724","3,493",2.1,22,0.013,"125,236"
2,Mexico,"DEN 1,2,3,4",2016,Out,41,"99,759",77.55,"12,108",627,0.63,11,0.011,"128,632"
2,Mexico,"DEN 1,2,3,4",2018,Out,41,"48,926",37.42,"7,320",518,1.06,25,0.051,"130,759"
2,Mexico,"DEN 1,2,3,4",2019,Out,41,"163,662",125.16,"25,023","1,840",1.12,89,0.054,"130,759"
2,Mexico,"DEN 1,2,3,4",2020,Out,41,"81,203",62.1,"15,110",735,0.91,50,0.062,"130,759"
2,Nicaragua,DEN 2,2016,Out,41,"74,697","1,214.59","5,703",,,16,0.021,"6,150"
2,Nicaragua,DEN 2,2017,Out,41,"54,493",876.38,"2,066",,,2,0.004,"6,218"
2,Nicaragua,DEN 2,2018,Out,41,"40,945",651.47,"1,246",,,2,0.005,"6,285"
2,Nicaragua,DEN 2,2019,Out,41,"138,347","2,201.23","7,703",916,0.66,22,0.016,"6,285"
