ID,Country or Subregion,Serotype,Year,In / Out of Subregions,Epi. Week (a),Total of Dengue Cases (b),Incidence Rate (c),Laboratory Confirmed,Severe Dengue (d),(SD/D) x100 (e),Deaths,CFR (f),Population X 1000
1,Canada,  ,2015,Out,3,0,,0,0,,0,,0
1,Canada,  ,2016,Out,3,0,,0,0,,0,,0
1,Canada,  ,2017,Out,3,0,,0,0,,0,,0
1,Canada,  ,2018,Out,3,0,,0,0,,0,,0
1,Canada,  ,2019,Out,3,0,,0,0,,0,,0
1,Canada,  ,2020,Out,3,0,,0,0,,0,,0
1,United States of America,  ,2016,Out,3,122,0.04,122,0,0,0,0,"324,119"
1,United States of America,  ,2017,Out,3,25,0.01,25,1,4,0,0,"324,460"
1,United States of America,  ,2018,Out,3,2,0,2,0,0,0,0,"326,767"
1,United States of America,  ,2019,Out,3,0,0,0,0,,0,,"326,767"
1,United States of America,  ,2020,Out,3,4,0,4,0,0,0,0,"326,767"
1,United States of America,DEN 1,2015,Out,3,3,0,3,0,0,0,0,"325,128"
1,North America,  ,2015,In,,3,0,3,0,0,0,0,"325,128"
1,North America,  ,2016,In,,122,0.04,122,0,0,0,0,"324,119"
1,North America,  ,2017,In,,25,0.01,25,1,4,0,0,"324,460"
1,North America,  ,2018,In,,2,0,2,0,0,0,0,"326,767"
1,North America,  ,2019,In,,0,0,0,0,,0,,"326,767"
1,North America,  ,2020,In,,4,0,4,0,0,0,0,"326,767"
2,Belize,  ,2018,Out,3,47,12.3,1,,,0,0,382
2,Belize,"DEN 1,2",2019,Out,3,143,37.43,13,0,0,0,0,382
2,Belize,"DEN 1,3",2020,Out,3,353,92.41,81,0,0,0,0,382
2,Belize,DEN 2,2015,Out,3,282,81.03,23,,,,,348
2,Belize,DEN 2,2017,Out,3,235,62.67,3,1,0.43,0,0,375
2,Belize,DEN 3,2016,Out,3,441,120.16,36,,,,,367
2,Costa Rica,"DEN 1,2",2017,Out,3,508,10.35,,0,0,0,0,"4,906"
2,Costa Rica,"DEN 1,2",2018,Out,3,115,2.32,,0,0,0,0,"4,953"
2,Costa Rica,"DEN 1,2",2019,Out,3,95,1.92,4,0,0,0,0,"4,953"
2,Costa Rica,"DEN 1,2",2020,Out,3,425,8.58,25,0,0,0,0,"4,953"
2,Costa Rica,"DEN 1,2,3",2015,Out,3,388,7.76,0,0,0,0,0,"5,002"
2,Costa Rica,"DEN1,2,3",2016,Out,3,"2,576",53.04,0,0,0,0,0,"4,857"
2,El Salvador,  ,2020,Out,3,438,6.83,3,0,0,0,0,"6,412"
2,El Salvador,"DEN 1,2,3",2015,Out,3,"1,010",15.72,26,0,0,0,0,"6,426"
2,El Salvador,DEN 2,2016,Out,3,"1,142",18.58,24,1,0.09,0,0,"6,146"
2,El Salvador,DEN 2,2017,Out,3,187,2.93,1,0,0,0,0,"6,378"
2,El Salvador,DEN 2,2018,Out,3,163,2.54,8,0,0,0,0,"6,412"
2,El Salvador,DEN 2,2019,Out,3,365,5.69,62,4,1.1,0,0,"6,412"
2,Guatemala,"DEN 1,2,3",2020,Out,3,866,5.02,124,1,0.12,1,0.115,"17,245"
2,Guatemala,"DEN 1,2,3,4",2015,Out,2,296,1.82,0,0,0,0,0,"16,255"
2,Guatemala,"DEN 1,2,3,4",2016,Out,3,349,2.09,0,0,0,0,0,"16,673"
2,Guatemala,"DEN 1,2,3,4",2017,Out,3,126,0.74,,0,0,0,0,"16,914"
2,Guatemala,"DEN 1,2,3,4",2018,Out,3,249,1.44,71,2,0.8,0,0,"17,245"
2,Guatemala,"DEN 1,2,3,4",2019,Out,3,473,2.74,62,9,1.9,4,0.846,"17,245"
2,Honduras,  ,2015,Out,3,"2,879",34.18,0,119,4.13,0,0,"8,424"
2,Honduras,  ,2020,Out,3,"3,507",38.29,3,275,7.84,3,0.086,"9,158"
2,Honduras,"DEN 1,2",2019,Out,3,890,9.72,0,244,27.42,0,0,"9,158"
2,Honduras,"DEN 1,2,3",2018,Out,3,152,1.61,,9,5.92,0,0,"9,417"
2,Honduras,DEN 2,2016,Out,3,"2,204",26.91,0,40,1.81,0,0,"8,190"
2,Honduras,DEN 2,2017,Out,3,349,3.77,0,3,0.86,0,0,"9,265"
2,Mexico,"DEN 1,2",2018,Out,3,649,0.5,17,0,0,0,0,"130,759"
2,Mexico,"DEN 1,2,3",2019,Out,3,"1,599",1.22,139,11,0.69,0,0,"130,759"
2,Mexico,"DEN 1,2,3",2020,Out,3,"4,032",3.08,217,18,0.45,0,0,"130,759"
2,Mexico,"DEN 1,2,3,4",2015,Out,3,"2,567",2.05,356,103,4.01,0,0,"125,236"
2,Mexico,DEN 3,2017,Out,3,"1,357",1.05,84,2,0.15,0,0,"129,163"
2,Mexico,"DEN1,2,3,4",2016,Out,3,"3,512",2.73,383,124,3.53,0,0,"128,632"
2,Nicaragua,DEN 2,2016,Out,3,"3,543",57.61,447,,,2,0.056,"6,150"
2,Nicaragua,DEN 2,2017,Out,3,"3,175",51.06,222,,,0,0,"6,218"
2,Nicaragua,DEN 2,2018,Out,3,"2,144",34.11,91,,,0,0,"6,285"
2,Nicaragua,DEN 2,2019,Out,3,"4,504",71.66,180,30,0.67,0,0,"6,285"
2,Nicaragua,DEN 2,2020,Out,3,"5,038",80.16,254,9,0.18,0,0,"6,285"
2,Nicaragua,"DEN 2,3",2015,Out,3,"2,430",38.84,49,0,0,0,0,"6,257"
2,Panama,  ,2015,Out,,,,,,,,,"3,988"
2,Panama,DEN 1,2020,Out,3,"1,207",28.99,664,4,0.33,1,0.083,"4,163"
2,Panama,"DEN 1,2",2017,Out,3,817,19.93,469,0,0,0,0,"4,099"
2,Panama,"DEN 1,2",2018,Out,3,592,14.22,329,1,0.17,0,0,"4,163"
2,Panama,"DEN 1,2,3,4",2016,Out,3,192,4.81,79,0,0,0,0,"3,990"
2,Panama,"DEN 1,3",2019,Out,3,403,9.68,273,1,0.25,0,0,"4,163"
2,Central America Ithsmus and Mexico,  ,2015,In,,"9,852",5.73,454,222,2.25,0,0,"171,936"
2,Central America Ithsmus and Mexico,  ,2016,In,,"13,959",7.98,969,165,1.18,2,0.014,"175,005"
2,Central America Ithsmus and Mexico,  ,2017,In,,"6,754",3.81,779,6,0.09,0,0,"177,318"
2,Central America Ithsmus and Mexico,  ,2018,In,,"4,111",2.29,517,12,0.29,0,0,"179,616"
2,Central America Ithsmus and Mexico,  ,2019,In,,"8,472",4.72,733,299,3.53,4,0.047,"179,357"
2,Central America Ithsmus and Mexico,  ,2020,In,,"15,866",8.85,"1,371",307,1.93,5,0.032,"179,357"
3,Bolivia,"DEN 1,2",2019,Out,3,879,7.84,370,11,1.25,6,0.683,"11,216"
3,Bolivia,"DEN 1,2",2020,Out,3,"7,447",66.4,"3,123",25,0.34,13,0.175,"11,216"
3,Bolivia,"DEN 1,2,3",2018,Out,3,226,2.01,20,0,0,0,0,"11,216"
3,Bolivia,"DEN 1,2,4",2016,Out,3,"3,488",32.04,"1,170",6,0.17,0,0,"10,888"
3,Bolivia,"DEN 1,4",2015,Out,3,324,2.94,189,3,0.93,0,0,"11,025"
3,Bolivia,"DEN 1,4",2017,Out,3,815,7.37,110,9,1.1,0,0,"11,052"
3,Colombia,"DEN 1,2,3",2017,Out,3,"2,415",4.92,677,19,0.79,0,0,"49,066"
3,Colombia,"DEN 1,2,3",2018,Out,3,"1,567",3.17,,23,1.47,0,0,"49,465"
3,Colombia,"DEN 1,2,3",2019,Out,3,"5,066",10.24,,69,1.36,0,0,"49,465"
3,Colombia,"DEN 1,2,3,4",2015,Out,3,"6,388",12.9,,128,2,0,0,"49,529"
