ID,Country or Subregion,Serotype,Year,In / Out of Subregions,Epi. Week (a),Total of Dengue Cases (b),Incidence Rate (c),Laboratory Confirmed,Severe Dengue (d),(SD/D) x100 (e),Deaths,CFR (f),Population X 1000
1,Canada,  ,2015,Out,26,0,,0,0,,0,,0
1,Canada,  ,2016,Out,26,0,,0,0,,0,,0
1,Canada,  ,2017,Out,26,0,,0,0,,0,,0
1,Canada,  ,2018,Out,26,0,,0,0,,0,,0
1,Canada,  ,2019,Out,26,0,,0,0,,0,,0
1,Canada,  ,2020,Out,26,0,,0,0,,0,,0
1,United States of America,  ,2016,Out,26,506,0.16,506,0,0,0,0,"324,119"
1,United States of America,  ,2017,Out,26,120,0.04,120,4,3.33,0,0,"324,460"
1,United States of America,  ,2018,Out,26,57,0.02,57,0,0,0,0,"326,767"
1,United States of America,  ,2019,Out,26,129,0.04,129,0,0,0,0,"326,767"
1,United States of America,  ,2020,Out,26,131,0.04,131,0,0,0,0,"326,767"
1,United States of America,DEN 1,2015,Out,26,237,0.07,237,0,0,0,0,"325,128"
1,North America,  ,2015,In,,237,0.07,237,0,0,0,0,"325,128"
1,North America,  ,2016,In,,506,0.16,506,0,0,0,0,"324,119"
1,North America,  ,2017,In,,120,0.04,120,4,3.33,0,0,"324,460"
1,North America,  ,2018,In,,57,0.02,57,0,0,0,0,"326,767"
1,North America,  ,2019,In,,129,0.04,129,0,0,0,0,"326,767"
1,North America,  ,2020,In,,131,0.04,131,0,0,0,0,"326,767"
2,Belize,"DEN 1,2,3",2019,Out,26,"1,760",460.73,379,0,0,0,0,382
2,Belize,"DEN 1,3",2020,Out,26,"1,789",468.32,310,0,0,0,0,382
2,Belize,DEN 2,2015,Out,26,"1,888",542.53,155,,,,,348
2,Belize,DEN 2,2017,Out,26,"1,974",526.4,19,2,0.1,0,0,375
2,Belize,DEN 2,2018,Out,26,694,181.68,19,,,0,0,382
2,Belize,DEN 3,2016,Out,26,"2,425",660.76,91,,,,,367
2,Costa Rica,"DEN 1,2",2017,Out,26,"2,576",52.51,,0,0,0,0,"4,906"
2,Costa Rica,"DEN 1,2",2018,Out,26,"1,120",22.61,152,0,0,0,0,"4,953"
2,Costa Rica,"DEN 1,2",2019,Out,26,"2,215",44.72,66,0,0,0,0,"4,953"
2,Costa Rica,"DEN 1,2",2020,Out,26,"4,864",98.2,315,11,0.23,0,0,"4,953"
2,Costa Rica,"DEN 1,2,3",2015,Out,26,"2,148",42.94,0,0,0,0,0,"5,002"
2,Costa Rica,"DEN 1,2,3",2016,Out,26,"10,148",208.94,0,0,0,0,0,"4,857"
2,El Salvador,"DEN 1,2,3",2015,Out,26,"9,464",147.28,"1,566",58,0.61,0,0,"6,426"
2,El Salvador,DEN 2,2016,Out,26,"6,043",98.32,71,148,2.45,1,0.017,"6,146"
2,El Salvador,DEN 2,2017,Out,26,"2,126",33.33,49,0,0,0,0,"6,378"
