ID,Country or Subregion,Serotype,Year,In / Out of Subregions,Epi. Week (a),Total of Dengue Cases (b),Incidence Rate (c),Laboratory Confirmed,Severe Dengue (d),(SD/D) x100 (e),Deaths,CFR (f),Population X 1000
1,Canada,  ,2015,Out,25,0,,0,0,,0,,0
1,Canada,  ,2016,Out,25,0,,0,0,,0,,0
1,Canada,  ,2017,Out,25,0,,0,0,,0,,0
1,Canada,  ,2018,Out,25,0,,0,0,,0,,0
1,Canada,  ,2019,Out,25,0,,0,0,,0,,0
1,Canada,  ,2020,Out,25,0,,0,0,,0,,0
1,United States of America,  ,2016,Out,25,492,0.15,492,0,0,0,0,"324,119"
1,United States of America,  ,2017,Out,25,113,0.03,113,3,2.65,0,0,"324,460"
1,United States of America,  ,2018,Out,25,54,0.02,54,0,0,0,0,"326,767"
1,United States of America,  ,2019,Out,25,129,0.04,129,0,0,0,0,"326,767"
1,United States of America,  ,2020,Out,25,130,0.04,130,0,0,0,0,"326,767"
1,United States of America,DEN 1,2015,Out,25,227,0.07,227,0,0,0,0,"325,128"
1,North America,  ,2015,In,,227,0.07,227,0,0,0,0,"325,128"
1,North America,  ,2016,In,,492,0.15,492,0,0,0,0,"324,119"
1,North America,  ,2017,In,,113,0.03,113,3,2.65,0,0,"324,460"
1,North America,  ,2018,In,,54,0.02,54,0,0,0,0,"326,767"
1,North America,  ,2019,In,,129,0.04,129,0,0,0,0,"326,767"
1,North America,  ,2020,In,,130,0.04,130,0,0,0,0,"326,767"
2,Belize,"DEN 1,2,3",2019,Out,25,"1,536",402.09,322,0,0,0,0,382
2,Belize,"DEN 1,3",2020,Out,25,"1,747",457.33,308,0,0,0,0,382
2,Belize,DEN 2,2015,Out,25,"1,768",508.05,150,,,,,348
2,Belize,DEN 2,2017,Out,25,"1,917",511.2,19,2,0.1,0,0,375
2,Belize,DEN 2,2018,Out,25,661,173.04,15,,,0,0,382
2,Belize,DEN 3,2016,Out,25,"2,353",641.14,87,,,,,367
2,Costa Rica,"DEN 1,2",2017,Out,25,"2,371",48.33,,0,0,0,0,"4,906"
2,Costa Rica,"DEN 1,2",2018,Out,25,"1,046",21.12,152,0,0,0,0,"4,953"
2,Costa Rica,"DEN 1,2",2019,Out,25,"2,014",40.66,57,0,0,0,0,"4,953"
2,Costa Rica,"DEN 1,2",2020,Out,25,"4,439",89.62,300,11,0.25,0,0,"4,953"
2,Costa Rica,"DEN 1,2,3",2015,Out,25,"1,886",37.7,0,0,0,0,0,"5,002"
2,Costa Rica,"DEN 1,2,3",2016,Out,25,"9,572",197.08,0,0,0,0,0,"4,857"
2,El Salvador,"DEN 1,2,3",2015,Out,25,"8,267",128.65,"1,566",46,0.56,0,0,"6,426"
