ID,Country or Subregion,Serotype,Year,In / Out of Subregions,Epi. Week (a),Total of Dengue Cases (b),Incidence Rate (c),Laboratory Confirmed,Severe Dengue (d),(SD/D) x100 (e),Deaths,CFR (f),Population X 1000
1,Canada,  ,2015,Out,20,0,,0,0,,0,,0
1,Canada,  ,2016,Out,20,0,,0,0,,0,,0
1,Canada,  ,2017,Out,20,0,,0,0,,0,,0
1,Canada,  ,2018,Out,20,0,,0,0,,0,,0
1,Canada,  ,2019,Out,20,0,,0,0,,0,,0
1,Canada,  ,2020,Out,20,0,,0,0,,0,,0
1,United States of America,  ,2016,Out,20,407,0.13,407,0,0,0,0,"324,119"
1,United States of America,  ,2017,Out,20,82,0.03,82,2,2.44,0,0,"324,460"
1,United States of America,  ,2018,Out,20,37,0.01,37,0,0,0,0,"326,767"
1,United States of America,  ,2019,Out,20,106,0.03,106,0,0,0,0,"326,767"
1,United States of America,  ,2020,Out,20,113,0.03,113,0,0,0,0,"326,767"
1,United States of America,DEN 1,2015,Out,20,171,0.05,171,0,0,0,0,"325,128"
1,North America,  ,2015,In,,171,0.05,171,0,0,0,0,"325,128"
1,North America,  ,2016,In,,407,0.13,407,0,0,0,0,"324,119"
1,North America,  ,2017,In,,82,0.03,82,2,2.44,0,0,"324,460"
1,North America,  ,2018,In,,37,0.01,37,0,0,0,0,"326,767"
1,North America,  ,2019,In,,106,0.03,106,0,0,0,0,"326,767"
1,North America,  ,2020,In,,113,0.03,113,0,0,0,0,"326,767"
2,Belize,"DEN 1,2,3",2019,Out,20,"1,046",273.82,209,0,0,0,0,382
2,Belize,"DEN 1,3",2020,Out,20,"1,619",423.82,303,0,0,0,0,382
2,Belize,DEN 2,2015,Out,20,"1,387",398.56,122,,,,,348
2,Belize,DEN 2,2017,Out,20,"1,671",445.6,18,2,0.12,0,0,375
2,Belize,DEN 2,2018,Out,20,510,133.51,12,,,0,0,382
2,Belize,DEN 3,2016,Out,20,"2,002",545.5,86,,,,,367
2,Costa Rica,"DEN 1,2",2017,Out,20,"1,622",33.06,,0,0,0,0,"4,906"
2,Costa Rica,"DEN 1,2",2018,Out,20,748,15.1,150,0,0,0,0,"4,953"
2,Costa Rica,"DEN 1,2",2019,Out,20,"1,033",20.86,39,0,0,0,0,"4,953"
2,Costa Rica,"DEN 1,2",2020,Out,20,"2,780",56.13,185,8,0.29,0,0,"4,953"
2,Costa Rica,"DEN 1,2,3",2015,Out,20,"1,220",24.39,0,0,0,0,0,"5,002"
2,Costa Rica,"DEN 1,2,3",2016,Out,20,"7,573",155.92,0,0,0,0,0,"4,857"
2,El Salvador,"DEN 1,2,3",2015,Out,20,"4,623",71.94,767,23,0.5,0,0,"6,426"
2,El Salvador,DEN 2,2016,Out,20,"4,931",80.23,71,114,2.31,0,0,"6,146"
2,El Salvador,DEN 2,2017,Out,20,"1,417",22.22,36,0,0,0,0,"6,378"
2,El Salvador,DEN 2,2018,Out,20,"1,549",24.16,57,1,0.06,0,0,"6,412"
2,El Salvador,DEN 2,2019,Out,20,"3,247",50.64,293,20,0.62,0,0,"6,412"
2,El Salvador,DEN 2,2020,Out,20,"2,878",44.88,24,4,0.14,0,0,"6,412"
2,Guatemala,"DEN 1,2,3,4",2015,Out,19,"3,592",22.1,113,4,0.11,3,0.084,"16,255"
2,Guatemala,"DEN 1,2,3,4",2016,Out,20,"2,431",14.58,326,0,0,0,0,"16,673"
2,Guatemala,"DEN 1,2,3,4",2017,Out,20,"1,103",6.52,,0,0,0,0,"16,914"
2,Guatemala,"DEN 1,2,3,4",2018,Out,20,"1,734",10.06,377,18,1.04,4,0.231,"17,245"
2,Guatemala,"DEN 1,2,3,4",2019,Out,20,"3,584",20.78,261,37,1.03,18,0.502,"17,245"
2,Guatemala,"DEN 1,2,3,4",2020,Out,20,"3,792",21.99,492,13,0.34,7,0.185,"17,245"
2,Honduras,  ,2015,Out,20,"18,713",222.14,0,499,2.67,0,0,"8,424"
2,Honduras,"DEN 1,2",2019,Out,20,"11,714",127.91,24,"2,938",25.08,24,0.205,"9,158"
2,Honduras,"DEN 1,2",2020,Out,20,"13,398",146.3,21,"1,135",8.47,9,0.067,"9,158"
2,Honduras,"DEN 1,2,3",2018,Out,20,"2,920",31.01,,116,3.97,0,0,"9,417"
2,Honduras,DEN 2,2016,Out,20,"11,652",142.27,86,186,1.6,1,0.009,"8,190"
2,Honduras,DEN 2,2017,Out,20,"2,014",21.74,0,37,1.84,0,0,"9,265"
2,Mexico,"DEN 1,2,3",2017,Out,20,"11,207",8.68,"1,236",56,0.5,3,0.027,"129,163"
2,Mexico,"DEN 1,2,3",2018,Out,20,"8,071",6.17,575,48,0.59,3,0.037,"130,759"
2,Mexico,"DEN 1,2,3,4",2015,Out,20,"27,959",22.33,"3,767",810,2.9,0,0,"125,236"
2,Mexico,"DEN 1,2,3,4",2016,Out,20,"26,971",20.97,"3,735",921,3.41,1,0.004,"128,632"
2,Mexico,"DEN 1,2,3,4",2019,Out,20,"15,938",12.19,"2,017",168,1.05,3,0.019,"130,759"
2,Mexico,"DEN 1,2,3,4",2020,Out,20,"24,715",18.9,"3,074",308,1.25,11,0.045,"130,759"
2,Nicaragua,DEN 2,2016,Out,20,"19,923",323.95,"2,172",,,10,0.05,"6,150"
2,Nicaragua,DEN 2,2017,Out,20,"23,544",378.64,"1,121",,,1,0.004,"6,218"
2,Nicaragua,DEN 2,2018,Out,20,"15,670",249.32,404,,,0,0,"6,285"
2,Nicaragua,DEN 2,2019,Out,20,"25,159",400.3,865,111,0.44,4,0.016,"6,285"
2,Nicaragua,DEN 2,2020,Out,20,"24,965",397.22,684,25,0.1,0,0,"6,285"
2,Nicaragua,"DEN 2,3",2015,Out,20,"10,302",164.65,146,0,0,0,0,"6,257"
2,Panama,DEN 1,2020,Out,20,"3,011",72.33,"1,517",11,0.37,3,0.1,"4,163"
2,Panama,"DEN 1,2",2017,Out,20,"2,258",55.09,"1,174",7,0.31,0,0,"4,099"
2,Panama,"DEN 1,2",2018,Out,20,"2,492",59.86,"1,472",6,0.24,3,0.12,"4,163"
2,Panama,"DEN 1,2,3",2015,Out,20,485,12.16,318,0,0,0,0,"3,988"
2,Panama,"DEN 1,2,3",2016,Out,20,"1,009",25.29,477,0,0,0,0,"3,990"
2,Panama,"DEN 1,3",2019,Out,20,"1,402",33.68,745,5,0.36,3,0.214,"4,163"
2,Central America Ithsmus and Mexico,  ,2015,In,,"68,281",39.71,"5,233","1,336",1.96,3,0.004,"171,936"
2,Central America Ithsmus and Mexico,  ,2016,In,,"76,492",43.71,"6,953","1,221",1.6,12,0.016,"175,005"
2,Central America Ithsmus and Mexico,  ,2017,In,,"44,836",25.29,"3,585",102,0.23,4,0.009,"177,318"
2,Central America Ithsmus and Mexico,  ,2018,In,,"33,694",18.76,"3,047",189,0.56,10,0.03,"179,616"
2,Central America Ithsmus and Mexico,  ,2019,In,,"63,123",35.19,"4,453","3,279",5.19,52,0.082,"179,357"
2,Central America Ithsmus and Mexico,  ,2020,In,,"77,158",43.02,"6,300","1,504",1.95,30,0.039,"179,357"
3,Bolivia,"DEN 1,2",2019,Out,20,"8,278",73.81,"3,665",109,1.32,16,0.193,"11,216"
3,Bolivia,"DEN 1,2",2020,Out,20,"81,965",730.79,"14,027",213,0.26,32,0.039,"11,216"
3,Bolivia,"DEN 1,2,3",2018,Out,20,"4,324",38.55,345,12,0.28,0,0,"11,216"
3,Bolivia,"DEN 1,2,4",2016,Out,20,"28,430",261.11,"3,615",39,0.14,1,0.004,"10,888"
3,Bolivia,"DEN 1,4",2015,Out,20,"18,293",165.92,"1,641",60,0.33,0,0,"11,025"
3,Bolivia,"DEN 1,4",2017,Out,20,"8,162",73.85,822,58,0.71,2,0.025,"11,052"
3,Colombia,"DEN 1,2,3",2017,Out,20,"10,966",22.35,"3,687",82,0.75,4,0.036,"49,066"
3,Colombia,"DEN 1,2,3",2018,Out,20,"9,564",19.33,,110,1.15,2,0.021,"49,465"
3,Colombia,"DEN 1,2,3",2019,Out,20,"39,994",80.85,"10,325",434,1.09,18,0.045,"49,465"
3,Colombia,"DEN 1,2,3,4",2015,Out,20,"39,059",78.86,,503,1.29,21,0.054,"49,529"
3,Colombia,"DEN 1,2,3,4",2016,Out,20,"55,388",113.84,"20,906",614,1.11,12,0.022,"48,654"
3,Colombia,"DEN 1,2,3,4",2020,Out,20,"52,679",106.5,"14,591",589,1.12,19,0.036,"49,465"
3,Ecuador,  ,2017,Out,20,"7,570",45.53,"7,570",8,0.11,5,0.066,"16,625"
3,Ecuador,  ,2018,Out,20,"1,625",9.64,63,2,0.12,0,0,"16,863"
3,Ecuador,"DEN 1,2",2019,Out,20,"2,985",17.7,524,12,0.4,2,0.067,"16,863"
3,Ecuador,"DEN 1,2",2020,Out,20,"9,921",58.83,"1,383",40,0.4,6,0.06,"16,863"
3,Ecuador,"DEN 1,2,3,4",2015,Out,20,"22,461",138.43,414,12,0.05,2,0.009,"16,226"
3,Ecuador,"DEN 1,2,4",2016,Out,20,"7,774",47.45,"7,774",26,0.33,2,0.026,"16,385"
3,Peru,"DEN 1,2",2020,Out,20,"23,660",72.68,"15,675",116,0.49,35,0.148,"32,552"
3,Peru,"DEN 1,2,3,4",2015,Out,20,"20,687",66.39,"8,643",64,0.31,20,0.097,"31,161"
3,Peru,"DEN 1,2,3,4",2016,Out,20,"20,774",65.38,"9,535",69,0.33,24,0.116,"31,774"
3,Peru,"DEN 1,2,3,4",2017,Out,20,"44,971",139.81,"12,717",137,0.3,44,0.098,"32,165"
3,Peru,"DEN 1,2,3,4",2019,Out,20,"5,637",17.32,,45,0.8,12,0.213,"32,552"
3,Peru,"DEN 2,4",2018,Out,20,"5,353",16.44,,46,0.86,8,0.149,"32,552"
3,Venezuela,  ,2015,Out,,,,,,,,,"31,293"
3,Venezuela,DEN 1,2017,Out,20,"3,203",10.02,,132,4.12,0,0,"31,977"
3,Venezuela,"DEN 1,2",2020,Out,20,"3,301",10.19,131,12,0.36,6,0.182,"32,381"
3,Venezuela,"DEN 1,2,3",2018,Out,20,"3,739",11.55,525,22,0.59,2,0.053,"32,381"
3,Venezuela,"DEN 1,2,3",2019,Out,20,"4,095",12.65,288,24,0.59,8,0.195,"32,381"
3,Venezuela,"DEN 1,2,3,4",2016,Out,20,"19,532",61.97,"4,396",85,0.44,29,0.148,"31,519"
3,Andean Subregion,  ,2015,In,,"100,500",72.18,"10,698",639,0.64,43,0.043,"139,234"
3,Andean Subregion,  ,2016,In,,"131,898",94.74,"46,226",833,0.63,68,0.052,"139,220"
3,Andean Subregion,  ,2017,In,,"74,872",53.14,"24,796",417,0.56,55,0.073,"140,885"
