Date,Country/Territory,Suspected,Confirmed,Imported Cases,Incidence Rate,Zika Case Deaths,Zika Congenital Syndrome,Population x1000e,Noncumulative Suspected,Noncumulative Confirmed,Noncumulative Zika Case Deaths,Noncumulative Zika Congenital Syndrome
2017-03-02,Suriname,2767,723,0.0,636.8613138686131,4.0,4.0,548,3,0,0.0,0.0
2017-03-02,Sint Maarten (Dutch part),247,147,0.0,938.0952380952381,0.0,0.0,42,0,0,0.0,0.0
2017-03-02,Saint Vincent and the Grenadines,508,83,0.0,579.4117647058823,0.0,0.0,102,0,0,0.0,0.0
2017-03-02,Saint Lucia,822,50,0.0,528.4848484848485,0.0,0.0,165,0,0,0.0,0.0
2017-03-02,Paraguay,613,14,0.0,9.323420074349443,0.0,2.0,6725,2,0,0.0,0.0
2017-03-02,Saint Kitts and Nevis,549,33,0.0,1098.1132075471698,0.0,0.0,53,0,0,0.0,0.0
2017-03-02,Jamaica,7371,203,0.0,269.72934472934475,0.0,0.0,2808,0,0,0.0,0.0
2017-03-02,Subtotal ,0,222,5226.0,0.061385147559387364,0.0,49.0,361651,-19958,-4805,-4.0,41.0
2017-03-02,Grenada,335,112,0.0,402.7027027027027,0.0,1.0,111,0,0,0.0,0.0
2017-03-02,Dominica,1150,79,0.0,1660.8108108108108,0.0,0.0,74,0,0,0.0,0.0
2017-03-02,Curacao,2589,1259,0.0,2582.55033557047,0.0,0.0,149,0,0,0.0,0.0
2017-03-02,Cayman Islands,217,31,10.0,427.58620689655174,0.0,0.0,58,0,0,0.0,0.0
2017-03-02,"Bonaire, St Eustatius and Saba",0,343,0.0,1372.0,0.0,0.0,25,0,0,0.0,0.0
2017-03-02,Barbados,699,46,0.0,255.13698630136986,0.0,0.0,292,0,0,0.0,0.0
2017-03-02,Bahamas,0,25,3.0,6.329113924050633,0.0,0.0,395,0,0,0.0,0.0
2017-03-02,Aruba,880,34,7.0,801.7543859649123,0.0,0.0,114,0,0,0.0,0.0
2017-03-02,Antigua and Barbuda,465,14,2.0,509.5744680851064,0.0,0.0,94,0,0,0.0,0.0
2017-03-02,Anguilla,30,19,1.0,288.2352941176471,0.0,0.0,17,0,0,0.0,0.0
2017-03-02,Subtotal ,2864,40,63.0,4.013266998341625,0.0,4.0,72360,2864,-182,0.0,-45.0
2017-03-02,Montserrat ,18,5,0.0,460.0,0.0,0.0,5,0,0,0.0,0.0
2017-03-09,French Guiana,10320,483,10.0,3914.1304347826085,0.0,17.0,276,0,0,0.0,0.0
2017-03-09,Canada,0,0,473.0,0.0,0.0,1.0,36284,0,0,0.0,0.0
2017-03-09,Subtotal ,2901,42,63.0,4.067164179104478,0.0,4.0,72360,37,2,0.0,0.0
2017-03-09,Anguilla,28,22,1.0,294.11764705882354,0.0,0.0,17,-2,3,0.0,0.0
2017-03-09,Antigua and Barbuda,465,14,2.0,509.5744680851064,0.0,0.0,94,0,0,0.0,0.0
2017-03-09,Aruba,880,34,7.0,801.7543859649123,0.0,0.0,114,0,0,0.0,0.0
2017-03-09,Bahamas,0,25,3.0,6.329113924050633,0.0,0.0,395,0,0,0.0,0.0
2017-03-09,Barbados,699,46,0.0,255.13698630136986,0.0,0.0,292,0,0,0.0,0.0
2017-03-09,"Bonaire, St Eustatius and Saba",0,343,0.0,1372.0,0.0,0.0,25,0,0,0.0,0.0
2017-03-09,Cayman Islands,217,31,10.0,427.58620689655174,0.0,0.0,58,0,0,0.0,0.0
2017-03-09,Curacao,2589,1259,0.0,2582.55033557047,0.0,0.0,149,0,0,0.0,0.0
2017-03-09,Dominica,1150,79,0.0,1660.8108108108108,0.0,0.0,74,0,0,0.0,0.0
2017-03-09,Grenada,335,112,0.0,402.7027027027027,0.0,1.0,111,0,0,0.0,0.0
2017-03-09,Guyana,0,37,0.0,4.786545924967658,0.0,0.0,773,0,0,0.0,0.0
2017-03-09,Jamaica,7371,203,0.0,269.72934472934475,0.0,0.0,2808,0,0,0.0,0.0
2017-03-09,Montserrat ,18,5,0.0,460.0,0.0,0.0,5,0,0,0.0,0.0
2017-03-09,Saint Kitts and Nevis,549,33,0.0,1098.1132075471698,0.0,0.0,53,0,0,0.0,0.0
2017-03-09,Saint Lucia,822,50,0.0,528.4848484848485,0.0,0.0,165,0,0,0.0,0.0
2017-03-09,Saint Vincent and the Grenadines,508,83,0.0,579.4117647058823,0.0,0.0,102,0,0,0.0,0.0
2017-03-09,Sint Maarten (Dutch part),247,147,0.0,938.0952380952381,0.0,0.0,42,0,0,0.0,0.0
2017-03-09,Suriname,2767,723,0.0,636.8613138686131,4.0,4.0,548,0,0,0.0,0.0
2017-03-09,Trinidad and Tobago,0,718,1.0,52.52377468910022,0.0,3.0,1367,0,0,0.0,0.0
2017-03-09,Turks and Caicos Islands,175,25,3.0,384.61538461538464,0.0,0.0,52,0,0,0.0,0.0
2017-03-09,Virgin Islands (UK),74,52,0.0,360.0,0.0,0.0,35,0,0,0.0,0.0
2017-03-09,Virgin Islands (US),1063,992,2.0,1995.1456310679612,0.0,0.0,103,1,3,0.0,0.0
2017-03-09,Subtotal ,19957,5033,29.0,338.5261446762395,4.0,8.0,7382,17056,4991,4.0,4.0
2017-03-09,TOTAL,548960,205500,5722.0,75.18218571034241,20.0,2767.0,1003509,270,487,0.0,0.0
2017-03-09,Uruguay,0,0,1.0,0.0,0.0,0.0,3444,0,0,0.0,0.0
2017-03-09,Paraguay,650,14,0.0,9.87360594795539,0.0,2.0,6725,37,0,0.0,0.0
2017-03-09,Chile,0,0,33.0,0.0,0.0,0.0,18131,0,0,0.0,0.0
2017-03-09,Argentina,2251,28,29.0,5.172492056286882,0.0,2.0,44060,0,2,0.0,0.0
2017-03-09,United States of America,0,222,4813.0,0.06824553637302641,0.0,52.0,325296,0,0,0.0,4.0
2017-03-09,Subtotal ,0,222,5292.0,0.061385147559387364,0.0,53.0,361651,-19957,-4811,-4.0,45.0
2017-03-09,Mexico,0,8113,15.0,6.307532031347183,0.0,1.0,128624,0,44,0.0,0.0
2017-03-09,Belize ,816,73,0.0,239.62264150943398,0.0,0.0,371,0,0,0.0,0.0
2017-03-09,Costa Rica,6131,1743,32.0,161.31940176193402,0.0,2.0,4881,54,18,0.0,0.0
2017-03-09,El Salvador,11523,51,0.0,188.2869692532943,0.0,4.0,6147,11,0,0.0,0.0
2017-03-09,Guatemala,3464,890,0.0,26.112510495382033,0.0,37.0,16674,0,0,0.0,0.0
2017-03-09,Honduras,32105,298,0.0,395.64102564102564,0.0,2.0,8190,14,0,0.0,0.0
2017-03-09,Nicaragua,0,2060,3.0,33.3117723156533,0.0,2.0,6184,0,0,0.0,0.0
2017-03-09,Panama,3762,897,42.0,116.76691729323308,0.0,5.0,3990,0,0,0.0,0.0
2017-03-09,Subtotal ,57801,6012,77.0,137.4184378835842,0.0,52.0,46437,57801,5790,0.0,-1.0
2017-03-09,Cuba,0,187,58.0,1.641502808988764,0.0,0.0,11392,0,0,0.0,0.0
2017-03-09,Bermuda ,0,0,6.0,0.0,0.0,0.0,71,0,0,0.0,0.0
2017-03-09,Dominican Republic,4896,345,0.0,48.94471423234965,0.0,54.0,10708,0,0,0.0,-5.0
2017-03-09,Martinique,36680,21,0.0,9267.929292929293,0.0,22.0,396,0,0,0.0,0.0
2017-03-09,Puerto Rico,0,39339,137.0,1068.7041564792175,5.0,12.0,3681,0,399,0.0,0.0
2017-03-09,Saint Barthelemy,990,61,0.0,10510.0,0.0,0.0,10,0,0,0.0,0.0
2017-03-09,Saint Martin,3215,200,0.0,9486.111111111111,0.0,1.0,36,0,0,0.0,0.0
2017-03-09,Subtotal ,89901,41023,205.0,345.56444162905484,5.0,121.0,37887,32100,35011,5.0,69.0
2017-03-09,Bolivia (Plurinational State of),837,192,4.0,9.379272627837025,0.0,14.0,10971,0,0,0.0,0.0
2017-03-09,Colombia,97404,9802,0.0,220.3617677286742,0.0,128.0,48650,20,3,0.0,1.0
2017-03-09,Ecuador,2785,929,15.0,22.500908760450745,0.0,0.0,16506,0,0,0.0,0.0
2017-03-09,Peru,1952,879,22.0,8.855176728182672,0.0,0.0,31970,33,15,0.0,0.0
2017-03-09,Venezuela (Bolivarian Republic of),59787,2413,0.0,197.34754743321275,0.0,0.0,31518,102,0,0.0,0.0
2017-03-09,Subtotal ,162765,14215,41.0,126.76288364430756,0.0,142.0,139615,72864,-26808,-5.0,21.0
2017-03-09,Brazil,215635,130840,0.0,165.34003330899583,11.0,2386.0,209553,0,0,0.0,0.0
2017-03-09,Guadeloupe,30845,382,0.0,6615.889830508475,0.0,14.0,472,0,0,0.0,0.0
2017-03-09,Haiti,2955,5,0.0,27.11615976548186,0.0,1.0,10916,0,0,0.0,0.0
2017-03-16,TOTAL,550721,205942,5759.0,75.40171538072902,20.0,2774.0,1003509,1761,442,0.0,7.0
2017-03-16,Bermuda ,0,0,6.0,0.0,0.0,0.0,71,0,0,0.0,0.0
2017-03-16,Paraguay,650,14,0.0,9.87360594795539,0.0,2.0,6725,0,0,0.0,0.0
2017-03-16,Uruguay,0,0,1.0,0.0,0.0,0.0,3444,0,0,0.0,0.0
2017-03-16,Subtotal ,2901,49,66.0,4.076838032061913,0.0,4.0,72360,-159864,-14166,0.0,-138.0
2017-03-16,Anguilla,28,22,1.0,294.11764705882354,0.0,0.0,17,0,0,0.0,0.0
2017-03-16,Antigua and Barbuda,465,14,2.0,509.5744680851064,0.0,0.0,94,0,0,0.0,0.0
2017-03-16,Aruba,880,34,7.0,801.7543859649123,0.0,0.0,114,0,0,0.0,0.0
2017-03-16,Bahamas,0,25,3.0,6.329113924050633,0.0,0.0,395,0,0,0.0,0.0
2017-03-16,Barbados,699,46,0.0,255.13698630136986,0.0,0.0,292,0,0,0.0,0.0
2017-03-16,"Bonaire, St Eustatius and Saba",0,343,0.0,1372.0,0.0,0.0,25,0,0,0.0,0.0
2017-03-16,Cayman Islands,217,31,10.0,427.58620689655174,0.0,0.0,58,0,0,0.0,0.0
2017-03-16,Curacao,2589,1259,0.0,2582.55033557047,0.0,0.0,149,0,0,0.0,0.0
2017-03-16,Chile,0,0,33.0,0.0,0.0,0.0,18131,0,0,0.0,0.0
2017-03-16,Grenada,335,112,0.0,402.7027027027027,0.0,1.0,111,0,0,0.0,0.0
2017-03-16,Jamaica,7371,203,0.0,269.72934472934475,0.0,0.0,2808,0,0,0.0,0.0
2017-03-16,Montserrat ,18,5,0.0,460.0,0.0,0.0,5,0,0,0.0,0.0
2017-03-16,Saint Kitts and Nevis,549,33,0.0,1098.1132075471698,0.0,0.0,53,0,0,0.0,0.0
2017-03-16,Saint Lucia,822,50,0.0,528.4848484848485,0.0,0.0,165,0,0,0.0,0.0
2017-03-16,Saint Vincent and the Grenadines,508,83,0.0,579.4117647058823,0.0,0.0,102,0,0,0.0,0.0
2017-03-16,Sint Maarten (Dutch part),247,147,0.0,938.0952380952381,0.0,0.0,42,0,0,0.0,0.0
2017-03-16,Suriname,2767,723,0.0,636.8613138686131,4.0,4.0,548,0,0,0.0,0.0
2017-03-16,Trinidad and Tobago,0,718,1.0,52.52377468910022,0.0,3.0,1367,0,0,0.0,0.0
2017-03-16,Turks and Caicos Islands,175,25,3.0,384.61538461538464,0.0,0.0,52,0,0,0.0,0.0
2017-03-16,Virgin Islands (UK),74,52,0.0,360.0,0.0,0.0,35,0,0,0.0,0.0
2017-03-16,Virgin Islands (US),1072,995,2.0,2006.7961165048544,0.0,0.0,103,9,3,0.0,0.0
2017-03-16,Subtotal ,19966,5036,29.0,338.68870224871307,4.0,8.0,7382,17065,4987,4.0,4.0
2017-03-16,Guyana,0,37,0.0,4.786545924967658,0.0,0.0,773,0,0,0.0,0.0
2017-03-16,Argentina,2251,35,32.0,5.188379482523831,0.0,2.0,44060,0,7,0.0,0.0
2017-03-16,Dominica,1150,79,0.0,1660.8108108108108,0.0,0.0,74,0,0,0.0,0.0
2017-03-16,Subtotal ,162964,14334,41.0,126.99065286681231,0.0,145.0,139615,142998,9298,-4.0,137.0
2017-03-16,Brazil,216972,130976,0.0,166.04295810606385,11.0,2386.0,209553,1337,136,0.0,0.0
2017-03-16,United States of America,0,223,4842.0,0.06855294869903103,0.0,52.0,325296,0,1,0.0,0.0
2017-03-16,Subtotal ,0,223,5326.0,0.0616616572330783,0.0,53.0,361651,-162964,-14111,0.0,-92.0
2017-03-16,Mexico,0,8127,15.0,6.318416469710163,0.0,5.0,128624,0,14,0.0,4.0
2017-03-16,Belize ,816,73,0.0,239.62264150943398,0.0,0.0,371,0,0,0.0,0.0
2017-03-16,Costa Rica,6131,1743,32.0,161.31940176193402,0.0,2.0,4881,0,0,0.0,0.0
2017-03-16,El Salvador,11535,51,0.0,188.48218643240605,0.0,4.0,6147,12,0,0.0,0.0
2017-03-16,Guatemala,3464,890,0.0,26.112510495382033,0.0,37.0,16674,0,0,0.0,0.0
2017-03-16,Honduras,32105,298,0.0,395.64102564102564,0.0,2.0,8190,0,0,0.0,0.0
2017-03-16,Nicaragua,0,2060,3.0,33.3117723156533,0.0,2.0,6184,0,0,0.0,0.0
2017-03-16,Panama,3962,869,42.0,121.07769423558898,0.0,5.0,3990,200,-28,0.0,0.0
2017-03-16,Subtotal ,58013,5984,77.0,137.81467364386157,0.0,52.0,46437,58013,5761,0.0,-1.0
2017-03-16,Cuba,0,187,58.0,1.641502808988764,0.0,0.0,11392,0,0,0.0,0.0
2017-03-16,Canada,0,0,478.0,0.0,0.0,1.0,36284,0,0,0.0,0.0
2017-03-16,French Guiana,10320,483,10.0,3914.1304347826085,0.0,17.0,276,0,0,0.0,0.0
2017-03-16,Dominican Republic,4900,345,0.0,48.98206948076205,0.0,54.0,10708,4,0,0.0,0.0
2017-03-16,Peru,1957,903,22.0,8.945886768845792,0.0,0.0,31970,5,24,0.0,0.0
2017-03-16,Ecuador,2797,1024,15.0,23.14915788198231,0.0,0.0,16506,12,95,0.0,0.0
2017-03-16,Colombia,97586,9802,0.0,220.73586844809867,0.0,131.0,48650,182,0,0.0,3.0
2017-03-16,Bolivia (Plurinational State of),837,192,4.0,9.379272627837025,0.0,14.0,10971,0,0,0.0,0.0
2017-03-16,Subtotal ,89905,41213,205.0,346.0764906168343,5.0,121.0,37887,31892,35229,5.0,69.0
2017-03-16,Venezuela (Bolivarian Republic of),59787,2413,0.0,197.34754743321275,0.0,0.0,31518,0,0,0.0,0.0
2017-03-16,Saint Barthelemy,990,61,0.0,10510.0,0.0,0.0,10,0,0,0.0,0.0
2017-03-16,Puerto Rico,0,39529,137.0,1073.86579733768,5.0,12.0,3681,0,190,0.0,0.0
2017-03-16,Martinique,36680,21,0.0,9267.929292929293,0.0,22.0,396,0,0,0.0,0.0
2017-03-16,Haiti,2955,5,0.0,27.11615976548186,0.0,1.0,10916,0,0,0.0,0.0
2017-03-16,Guadeloupe,30845,382,0.0,6615.889830508475,0.0,14.0,472,0,0,0.0,0.0
2017-03-16,Saint Martin,3215,200,0.0,9486.111111111111,0.0,1.0,36,0,0,0.0,0.0
2017-03-23,French Guiana,10320,483,10.0,3914.1304347826085,0.0,17.0,276,0,0,0.0,0.0
2017-03-23,Guadeloupe,30845,382,0.0,6615.889830508475,0.0,14.0,472,0,0,0.0,0.0
2017-03-23,Haiti,2955,5,0.0,27.11615976548186,0.0,1.0,10916,0,0,0.0,0.0
2017-03-23,Martinique,36680,21,0.0,9267.929292929293,0.0,22.0,396,0,0,0.0,0.0
2017-03-23,Puerto Rico,0,39559,137.0,1074.6807932627003,5.0,12.0,3681,0,30,0.0,0.0
2017-03-23,Saint Martin,3215,200,0.0,9486.111111111111,0.0,1.0,36,0,0,0.0,0.0
2017-03-23,Subtotal ,89905,41243,205.0,346.155673449996,5.0,121.0,37887,0,30,0.0,0.0
2017-03-23,Bolivia (Plurinational State of),1362,434,4.0,16.37043113663294,0.0,14.0,10971,525,242,0.0,0.0
2017-03-23,Colombia,97629,9802,0.0,220.82425488180883,0.0,132.0,48650,43,0,0.0,1.0
2017-03-23,Dominican Republic,4900,345,0.0,48.98206948076205,0.0,54.0,10708,0,0,0.0,0.0
2017-03-23,Ecuador,2804,1058,15.0,23.397552405185994,0.0,0.0,16506,7,34,0.0,0.0
2017-03-23,Saint Barthelemy,990,61,0.0,10510.0,0.0,0.0,10,0,0,0.0,0.0
2017-03-23,Cuba,0,187,58.0,1.641502808988764,0.0,0.0,11392,0,0,0.0,0.0
2017-03-23,Costa Rica,6202,1759,32.0,163.1018233968449,0.0,2.0,4881,71,16,0.0,0.0
2017-03-23,Panama,3962,869,42.0,121.07769423558898,0.0,5.0,3990,0,0,0.0,0.0
2017-03-23,Nicaragua,0,2060,3.0,33.3117723156533,0.0,2.0,6184,0,0,0.0,0.0
2017-03-23,Honduras,32123,302,0.0,395.9096459096459,0.0,3.0,8190,18,4,0.0,1.0
2017-03-23,Guatemala,3598,921,0.0,27.102075086961737,0.0,59.0,16674,134,31,0.0,22.0
2017-03-23,El Salvador,11454,51,0.0,187.16447047340165,0.0,4.0,6147,-81,0,0.0,0.0
2017-03-23,Belize ,816,73,0.0,239.62264150943398,0.0,0.0,371,0,0,0.0,0.0
2017-03-23,Mexico,0,8174,15.0,6.354957084214455,0.0,5.0,128624,0,47,0.0,0.0
2017-03-23,Subtotal ,0,223,5326.0,0.0616616572330783,0.0,62.0,361651,-89905,-41020,-5.0,-59.0
2017-03-23,United States of America,0,223,4842.0,0.06855294869903103,0.0,61.0,325296,0,0,0.0,9.0
2017-03-23,Canada,0,0,478.0,0.0,0.0,1.0,36284,0,0,0.0,0.0
2017-03-23,Bermuda ,0,0,6.0,0.0,0.0,0.0,71,0,0,0.0,0.0
2017-03-23,Peru,1949,904,22.0,8.923991241789178,0.0,0.0,31970,-8,1,0.0,0.0
2017-03-23,Subtotal ,58155,6035,77.0,138.23029050110904,0.0,75.0,46437,58155,5812,0.0,13.0
2017-03-23,Venezuela (Bolivarian Republic of),59787,2413,0.0,197.34754743321275,0.0,0.0,31518,0,0,0.0,0.0
2017-03-23,Subtotal ,19973,5038,29.0,338.81062042806826,4.0,8.0,7382,-38182,-997,4.0,-67.0
2017-03-23,Brazil,216972,130976,0.0,166.04295810606385,11.0,2386.0,209553,0,0,0.0,0.0
2017-03-23,TOTAL,551432,206351,5759.0,75.51332374697188,20.0,2807.0,1003509,711,409,0.0,33.0
2017-03-23,Virgin Islands (US),1078,997,2.0,2014.5631067961165,0.0,0.0,103,6,2,0.0,0.0
2017-03-23,Virgin Islands (UK),74,52,0.0,360.0,0.0,0.0,35,0,0,0.0,0.0
2017-03-23,Turks and Caicos Islands,175,25,3.0,384.61538461538464,0.0,0.0,52,0,0,0.0,0.0
2017-03-23,Trinidad and Tobago,0,718,1.0,52.52377468910022,0.0,3.0,1367,0,0,0.0,0.0
2017-03-23,Suriname,2767,723,0.0,636.8613138686131,4.0,4.0,548,0,0,0.0,0.0
2017-03-23,Sint Maarten (Dutch part),247,147,0.0,938.0952380952381,0.0,0.0,42,0,0,0.0,0.0
2017-03-23,Saint Vincent and the Grenadines,508,83,0.0,579.4117647058823,0.0,0.0,102,0,0,0.0,0.0
2017-03-23,Subtotal ,163531,14611,41.0,127.59517243849156,0.0,146.0,139615,143558,9573,-4.0,138.0
2017-03-23,Saint Kitts and Nevis,549,33,0.0,1098.1132075471698,0.0,0.0,53,0,0,0.0,0.0
2017-03-23,Montserrat ,18,5,0.0,460.0,0.0,0.0,5,0,0,0.0,0.0
2017-03-23,Jamaica,7371,203,0.0,269.72934472934475,0.0,0.0,2808,0,0,0.0,0.0
2017-03-23,Guyana,0,37,0.0,4.786545924967658,0.0,0.0,773,0,0,0.0,0.0
2017-03-23,Grenada,335,112,0.0,402.7027027027027,0.0,1.0,111,0,0,0.0,0.0
2017-03-23,Saint Lucia,822,50,0.0,528.4848484848485,0.0,0.0,165,0,0,0.0,0.0
2017-03-23,Curacao,2589,1259,0.0,2582.55033557047,0.0,0.0,149,0,0,0.0,0.0
2017-03-23,Dominica,1150,79,0.0,1660.8108108108108,0.0,0.0,74,0,0,0.0,0.0
2017-03-23,Chile,0,0,33.0,0.0,0.0,0.0,18131,0,0,0.0,0.0
2017-03-23,Paraguay,645,14,0.0,9.799256505576208,0.0,2.0,6725,-5,0,0.0,0.0
2017-03-23,Uruguay,0,0,1.0,0.0,0.0,0.0,3444,0,0,0.0,0.0
2017-03-23,Subtotal ,2896,51,66.0,4.072692095080154,0.0,4.0,72360,-160635,-14560,0.0,-142.0
2017-03-23,Anguilla,29,22,1.0,300.0,0.0,0.0,17,1,0,0.0,0.0
2017-03-23,Argentina,2251,37,32.0,5.19291874716296,0.0,2.0,44060,0,2,0.0,0.0
2017-03-23,Aruba,880,34,7.0,801.7543859649123,0.0,0.0,114,0,0,0.0,0.0
2017-03-23,Bahamas,0,25,3.0,6.329113924050633,0.0,0.0,395,0,0,0.0,0.0
2017-03-23,Barbados,699,46,0.0,255.13698630136986,0.0,0.0,292,0,0,0.0,0.0
2017-03-23,"Bonaire, St Eustatius and Saba",0,343,0.0,1372.0,0.0,0.0,25,0,0,0.0,0.0
2017-03-23,Cayman Islands,217,31,10.0,427.58620689655174,0.0,0.0,58,0,0,0.0,0.0
2017-03-23,Antigua and Barbuda,465,14,2.0,509.5744680851064,0.0,0.0,94,0,0,0.0,0.0
2017-03-30,Subtotal ,58213,6044,77.0,138.37457200077523,0.0,74.0,46437,55317,5993,0.0,70.0
2017-03-30,Cuba,0,187,58.0,1.641502808988764,0.0,0.0,11392,0,0,0.0,0.0
2017-03-30,Dominican Republic,4902,345,0.0,49.00074710496825,0.0,54.0,10708,2,0,0.0,0.0
2017-03-30,French Guiana,10320,483,10.0,3914.1304347826085,0.0,17.0,276,0,0,0.0,0.0
2017-03-30,Guadeloupe,30845,382,0.0,6615.889830508475,0.0,14.0,472,0,0,0.0,0.0
2017-03-30,Puerto Rico,0,39636,137.0,1076.7726161369194,5.0,12.0,3681,0,77,0.0,0.0
2017-03-30,Martinique,36680,21,0.0,9267.929292929293,0.0,22.0,396,0,0,0.0,0.0
2017-03-30,Saint Barthelemy,990,61,0.0,10510.0,0.0,0.0,10,0,0,0.0,0.0
2017-03-30,Saint Martin,3215,200,0.0,9486.111111111111,0.0,1.0,36,0,0,0.0,0.0
2017-03-30,Subtotal ,89907,41320,205.0,346.3641882439887,5.0,121.0,37887,31694,35276,5.0,47.0
2017-03-30,Haiti,2955,5,0.0,27.11615976548186,0.0,1.0,10916,0,0,0.0,0.0
2017-03-30,Panama,4006,878,42.0,122.40601503759399,0.0,5.0,3990,44,9,0.0,0.0
2017-03-30,Virgin Islands (UK),74,52,0.0,360.0,0.0,0.0,35,0,0,0.0,0.0
2017-03-30,Honduras,32130,302,0.0,395.995115995116,0.0,2.0,8190,7,0,0.0,-1.0
2017-03-30,Guatemala,3598,921,0.0,27.102075086961737,0.0,59.0,16674,0,0,0.0,0.0
2017-03-30,El Salvador,11461,51,0.0,187.27834716121686,0.0,4.0,6147,7,0,0.0,0.0
2017-03-30,Costa Rica,6202,1759,32.0,163.1018233968449,0.0,2.0,4881,0,0,0.0,0.0
2017-03-30,Belize ,816,73,0.0,239.62264150943398,0.0,0.0,371,0,0,0.0,0.0
2017-03-30,Mexico,0,8182,15.0,6.361176763279015,0.0,5.0,128624,0,8,0.0,0.0
2017-03-30,Subtotal ,0,223,5370.0,0.0616616572330783,0.0,62.0,361651,-89907,-41097,-5.0,-59.0
2017-03-30,United States of America,0,223,4886.0,0.06855294869903103,0.0,61.0,325296,0,0,0.0,0.0
2017-03-30,Canada,0,0,478.0,0.0,0.0,1.0,36284,0,0,0.0,0.0
2017-03-30,Bermuda ,0,0,6.0,0.0,0.0,0.0,71,0,0,0.0,0.0
2017-03-30,Subtotal ,19977,5039,29.0,338.8783527499323,4.0,8.0,7382,19977,4816,4.0,-54.0
2017-03-30,TOTAL,551615,206458,5804.0,75.54222234180261,20.0,2809.0,1003509,183,107,0.0,2.0
2017-03-30,Nicaragua,0,2060,3.0,33.3117723156533,0.0,2.0,6184,0,0,0.0,0.0
2017-03-30,Colombia,97681,9802,0.0,220.9311408016444,0.0,135.0,48650,52,0,0.0,3.0
2017-03-30,Bahamas,0,25,3.0,6.329113924050633,0.0,0.0,395,0,0,0.0,0.0
2017-03-30,Peru,1947,916,22.0,8.955270566155772,0.0,0.0,31970,-2,12,0.0,0.0
2017-03-30,Turks and Caicos Islands,175,25,3.0,384.61538461538464,0.0,0.0,52,0,0,0.0,0.0
2017-03-30,Trinidad and Tobago,0,718,1.0,52.52377468910022,0.0,3.0,1367,0,0,0.0,0.0
2017-03-30,Suriname,2767,723,0.0,636.8613138686131,4.0,4.0,548,0,0,0.0,0.0
2017-03-30,Sint Maarten (Dutch part),247,147,0.0,938.0952380952381,0.0,0.0,42,0,0,0.0,0.0
2017-03-30,Saint Vincent and the Grenadines,508,83,0.0,579.4117647058823,0.0,0.0,102,0,0,0.0,0.0
2017-03-30,Saint Lucia,822,50,0.0,528.4848484848485,0.0,0.0,165,0,0,0.0,0.0
2017-03-30,Saint Kitts and Nevis,549,33,0.0,1098.1132075471698,0.0,0.0,53,0,0,0.0,0.0
2017-03-30,Montserrat ,18,5,0.0,460.0,0.0,0.0,5,0,0,0.0,0.0
2017-03-30,Jamaica,7371,203,0.0,269.72934472934475,0.0,0.0,2808,0,0,0.0,0.0
2017-03-30,Guyana,0,37,0.0,4.786545924967658,0.0,0.0,773,0,0,0.0,0.0
2017-03-30,Grenada,335,112,0.0,402.7027027027027,0.0,1.0,111,0,0,0.0,0.0
2017-03-30,Dominica,1150,79,0.0,1660.8108108108108,0.0,0.0,74,0,0,0.0,0.0
2017-03-30,Curacao,2589,1259,0.0,2582.55033557047,0.0,0.0,149,0,0,0.0,0.0
2017-03-30,Cayman Islands,217,31,10.0,427.58620689655174,0.0,0.0,58,0,0,0.0,0.0
2017-03-30,"Bonaire, St Eustatius and Saba",0,343,0.0,1372.0,0.0,0.0,25,0,0,0.0,0.0
2017-03-30,Barbados,699,46,0.0,255.13698630136986,0.0,0.0,292,0,0,0.0,0.0
2017-03-30,Aruba,880,34,7.0,801.7543859649123,0.0,0.0,114,0,0,0.0,0.0
2017-03-30,Antigua and Barbuda,465,14,2.0,509.5744680851064,0.0,0.0,94,0,0,0.0,0.0
2017-03-30,Anguilla,28,23,1.0,300.0,0.0,0.0,17,-1,1,0.0,0.0
2017-03-30,Subtotal ,2896,51,67.0,4.072692095080154,0.0,4.0,72360,-17081,-4988,-4.0,-4.0
2017-03-30,Uruguay,0,0,1.0,0.0,0.0,0.0,3444,0,0,0.0,0.0
2017-03-30,Paraguay,645,14,0.0,9.799256505576208,0.0,2.0,6725,0,0,0.0,0.0
2017-03-30,Chile,0,0,34.0,0.0,0.0,0.0,18131,0,0,0.0,0.0
2017-03-30,Argentina,2251,37,32.0,5.19291874716296,0.0,2.0,44060,0,0,0.0,0.0
2017-03-30,Brazil,216972,130976,0.0,166.04295810606385,11.0,2386.0,209553,0,0,0.0,0.0
2017-03-30,Subtotal ,163650,14623,41.0,127.68900189807685,0.0,149.0,139615,160754,14572,0.0,145.0
2017-03-30,Venezuela (Bolivarian Republic of),59856,2413,0.0,197.56646995367726,0.0,0.0,31518,69,0,0.0,0.0
2017-03-30,Ecuador,2804,1058,15.0,23.397552405185994,0.0,0.0,16506,0,0,0.0,0.0
2017-03-30,Bolivia (Plurinational State of),1362,434,4.0,16.37043113663294,0.0,14.0,10971,0,0,0.0,0.0
2017-03-30,Virgin Islands (US),1083,997,2.0,2019.4174757281553,0.0,0.0,103,5,0,0.0,0.0
2017-04-06,Dominica,1150,79,0.0,1660.8108108108108,0.0,0.0,74,0,0,0.0,0.0
2017-04-06,Brazil,219280,131643,0.0,167.46264668126918,11.0,2542.0,209553,2308,667,0.0,156.0
