index,Country/Territory,Suspected,Confirmed,Imported Cases,Incidence Rate,Zika Case Deaths,Zika Congenital Syndrome,Population x1000e,Congenital Suspected,Congenital Probable,GBS,Confirmed congenital syndrome,Date,Year,Month,Day,Noncumulative Suspected,Noncumulative Confirmed,Noncumulative Zika Case Deaths,Noncumulative Zika Congenital Syndrome
5,Subtotal ,0,186,4776.0,0.05159844205994296,0.0,34.0,360476,0,0,0,7,2016-12-08,2016,dec,8,-51813,-4876,0.0,4.0
4,United States of America,0,186,4389.0,0.057386330329292634,0.0,33.0,324119,0,0,0,7,2016-12-08,2016,dec,8,0,3,0.0,0.0
20,Dominican Republic,4898,327,0.0,49.065639966194006,0.0,22.0,10649,16,0,274,30,2016-12-08,2016,dec,8,0,0,0.0,0.0
3,Canada,0,0,382.0,0.0,0.0,1.0,36286,0,0,0,0,2016-12-08,2016,dec,8,0,0,0.0,1.0
38,Argentina,1821,26,27.0,4.212374848906425,0.0,2.0,43847,,,,,2016-12-08,2016,dec,8,0,0,0.0,1.0
40,Paraguay,589,14,0.0,8.966542750929367,0.0,2.0,6725,,,,,2016-12-08,2016,dec,8,6,2,0.0,0.0
67,TOTAL,520100,174214,5039.0,69.56775279547914,15.0,2411.0,998040,9611,3216,1366,93,2016-12-08,2016,dec,8,1810,867,0.0,28.0
66,Subtotal ,16158,3845,27.0,271.63226507332973,4.0,4.0,7364,10,5,15,4,2016-12-08,2016,dec,8,16158,3659,4.0,-30.0
65,Virgin Islands (US),975,820,0.0,1742.7184466019417,0.0,0.0,103,,,,,2016-12-08,2016,dec,8,172,358,0.0,0.0
64,Virgin Islands (UK),51,38,0.0,261.7647058823529,0.0,0.0,34,,,,,2016-12-08,2016,dec,8,0,0,0.0,0.0
63,Turks and Caicos Islands,179,17,3.0,384.3137254901961,0.0,0.0,51,,,,,2016-12-08,2016,dec,8,64,5,0.0,0.0
62,Trinidad and Tobago,0,643,1.0,47.10622710622711,0.0,1.0,1365,,,,,2016-12-08,2016,dec,8,0,0,0.0,0.0
61,Suriname,2758,723,0.0,635.2189781021898,4.0,2.0,548,2,5,15,4,2016-12-08,2016,dec,8,3,0,0.0,0.0
60,Sint Maarten (Dutch part),168,62,0.0,560.9756097560976,0.0,0.0,41,0,0,,,2016-12-08,2016,dec,8,0,0,0.0,0.0
59,Saint Vincent and the Grenadines,156,38,0.0,190.19607843137254,0.0,0.0,102,,,,,2016-12-08,2016,dec,8,0,0,0.0,0.0
58,Saint Lucia,822,50,0.0,531.7073170731708,0.0,0.0,164,,,,,2016-12-08,2016,dec,8,0,0,0.0,0.0
57,Saint Kitts and Nevis,532,26,0.0,1073.076923076923,0.0,0.0,52,,,,,2016-12-08,2016,dec,8,0,0,0.0,0.0
56,Montserrat ,0,2,0.0,40.0,0.0,0.0,5,,,,,2016-12-08,2016,dec,8,0,0,0.0,0.0
55,Jamaica,7052,186,0.0,258.2233321441313,0.0,0.0,2803,,,,,2016-12-08,2016,dec,8,0,0,0.0,0.0
54,Guyana,0,6,0.0,0.7782101167315175,0.0,0.0,771,,,,,2016-12-08,2016,dec,8,0,0,0.0,0.0
53,Grenada,314,111,0.0,382.8828828828829,0.0,1.0,111,8,,,,2016-12-08,2016,dec,8,0,2,0.0,0.0
52,Dominica,1150,79,0.0,1660.8108108108108,0.0,0.0,74,,,,,2016-12-08,2016,dec,8,0,0,0.0,0.0
51,Curacao,0,820,0.0,550.3355704697987,0.0,0.0,149,0,0,,,2016-12-08,2016,dec,8,0,0,0.0,0.0
50,Cayman Islands,211,30,10.0,422.8070175438597,0.0,0.0,57,,,,,2016-12-08,2016,dec,8,10,1,0.0,0.0
49,"Bonaire, St Eustatius and Saba",0,85,0.0,340.0,0.0,0.0,25,0,0,,,2016-12-08,2016,dec,8,0,0,0.0,0.0
48,Barbados,653,37,0.0,237.11340206185568,0.0,0.0,291,,,,,2016-12-08,2016,dec,8,0,0,0.0,0.0
47,Bahamas,0,22,3.0,5.597964376590331,0.0,0.0,393,0,0,0,0,2016-12-08,2016,dec,8,0,1,0.0,0.0
46,Aruba,614,28,7.0,563.1578947368421,0.0,0.0,114,0,0,,,2016-12-08,2016,dec,8,0,0,0.0,0.0
45,Antigua and Barbuda,465,14,2.0,509.5744680851064,0.0,0.0,94,,,,,2016-12-08,2016,dec,8,0,0,0.0,0.0
44,Anguilla,58,8,1.0,388.2352941176471,0.0,0.0,17,,,,,2016-12-08,2016,dec,8,5,0,0.0,0.0
42,Subtotal ,2410,40,57.0,3.5482562854825628,0.0,4.0,69048,0,0,0,0,2016-12-08,2016,dec,8,-13748,-3805,-4.0,0.0
41,Uruguay,0,0,1.0,0.0,0.0,0.0,344,,,,,2016-12-08,2016,dec,8,0,0,0.0,0.0
39,Chile,0,0,29.0,0.0,0.0,0.0,18132,,,,,2016-12-08,2016,dec,8,0,0,0.0,0.0
2,Bermuda ,0,0,5.0,0.0,0.0,0.0,71,0,0,0,0,2016-12-08,2016,dec,8,0,0,0.0,0.0
67,TOTAL,532070,175063,5083.0,70.85217025369725,15.0,2439.0,998040,9611,3216,1366,93,2016-12-15,2016,dec,15,11970,849,0.0,28.0
66,Subtotal ,16605,3968,27.0,279.3726235741445,4.0,4.0,7364,10,5,15,4,2016-12-15,2016,dec,15,14195,3928,4.0,0.0
38,Argentina,1821,26,29.0,4.212374848906425,0.0,2.0,43847,,,,,2016-12-15,2016,dec,15,0,0,0.0,0.0
39,Chile,0,0,29.0,0.0,0.0,0.0,18132,,,,,2016-12-15,2016,dec,15,0,0,0.0,0.0
40,Paraguay,590,14,0.0,8.981412639405205,0.0,2.0,6725,,,,,2016-12-15,2016,dec,15,1,0,0.0,0.0
41,Uruguay,0,0,1.0,0.0,0.0,0.0,344,,,,,2016-12-15,2016,dec,15,0,0,0.0,0.0
42,Subtotal ,2411,40,59.0,3.5497045533541884,0.0,4.0,69048,0,0,0,0,2016-12-15,2016,dec,15,-14194,-3928,-4.0,0.0
44,Anguilla,58,8,1.0,388.2352941176471,0.0,0.0,17,,,,,2016-12-15,2016,dec,15,0,0,0.0,0.0
45,Antigua and Barbuda,465,14,2.0,509.5744680851064,0.0,0.0,94,,,,,2016-12-15,2016,dec,15,0,0,0.0,0.0
46,Aruba,614,28,7.0,563.1578947368421,0.0,0.0,114,0,0,,,2016-12-15,2016,dec,15,0,0,0.0,0.0
47,Bahamas,0,22,3.0,5.597964376590331,0.0,0.0,393,0,0,0,0,2016-12-15,2016,dec,15,0,0,0.0,0.0
48,Barbados,691,46,0.0,253.26460481099656,0.0,0.0,291,,,,,2016-12-15,2016,dec,15,38,9,0.0,0.0
49,"Bonaire, St Eustatius and Saba",0,85,0.0,340.0,0.0,0.0,25,0,0,,,2016-12-15,2016,dec,15,0,0,0.0,0.0
51,Curacao,0,820,0.0,550.3355704697987,0.0,0.0,149,0,0,,,2016-12-15,2016,dec,15,0,0,0.0,0.0
36,Brazil,210897,109596,0.0,152.93031378836463,6.0,2228.0,209568,9289,2989,,,2016-12-15,2016,dec,15,10432,0,0.0,17.0
52,Dominica,1150,79,0.0,1660.8108108108108,0.0,0.0,74,,,,,2016-12-15,2016,dec,15,0,0,0.0,0.0
54,Guyana,0,37,0.0,4.7989623865110245,0.0,0.0,771,,,,,2016-12-15,2016,dec,15,0,31,0.0,0.0
55,Jamaica,7052,186,0.0,258.2233321441313,0.0,0.0,2803,,,,,2016-12-15,2016,dec,15,0,0,0.0,0.0
56,Montserrat ,2,5,0.0,140.0,0.0,0.0,5,,,,,2016-12-15,2016,dec,15,2,3,0.0,0.0
57,Saint Kitts and Nevis,532,26,0.0,1073.076923076923,0.0,0.0,52,,,,,2016-12-15,2016,dec,15,0,0,0.0,0.0
58,Saint Lucia,822,50,0.0,531.7073170731708,0.0,0.0,164,,,,,2016-12-15,2016,dec,15,0,0,0.0,0.0
59,Saint Vincent and the Grenadines,508,83,0.0,579.4117647058823,0.0,0.0,102,,,,,2016-12-15,2016,dec,15,352,45,0.0,0.0
60,Sint Maarten (Dutch part),168,62,0.0,560.9756097560976,0.0,0.0,41,0,0,,,2016-12-15,2016,dec,15,0,0,0.0,0.0
61,Suriname,2758,723,0.0,635.2189781021898,4.0,2.0,548,2,5,15,4,2016-12-15,2016,dec,15,0,0,0.0,0.0
62,Trinidad and Tobago,0,643,1.0,47.10622710622711,0.0,1.0,1365,,,,,2016-12-15,2016,dec,15,0,0,0.0,0.0
63,Turks and Caicos Islands,179,17,3.0,384.3137254901961,0.0,0.0,51,,,,,2016-12-15,2016,dec,15,0,0,0.0,0.0
64,Virgin Islands (UK),74,52,0.0,370.5882352941176,0.0,0.0,34,,,,,2016-12-15,2016,dec,15,23,14,0.0,0.0
65,Virgin Islands (US),1007,841,0.0,1794.1747572815534,0.0,0.0,103,,,,,2016-12-15,2016,dec,15,32,21,0.0,0.0
53,Grenada,314,111,0.0,382.8828828828829,0.0,1.0,111,8,,,,2016-12-15,2016,dec,15,0,0,0.0,0.0
35,Subtotal ,160605,12339,46.0,124.58147241031551,0.0,76.0,138820,195,216,417,0,2016-12-15,2016,dec,15,158194,12299,0.0,72.0
50,Cayman Islands,211,30,10.0,422.8070175438597,0.0,0.0,57,,,,,2016-12-15,2016,dec,15,0,0,0.0,0.0
33,Peru,898,154,27.0,3.3530949193599797,0.0,0.0,31374,,,,,2016-12-15,2016,dec,15,0,0,0.0,0.0
34,Venezuela (Bolivarian Republic of),59235,2380,0.0,195.48526285732416,0.0,0.0,31519,,,,,2016-12-15,2016,dec,15,0,0,0.0,0.0
3,Canada,0,0,382.0,0.0,0.0,1.0,36286,0,0,0,0,2016-12-15,2016,dec,15,0,0,0.0,0.0
4,United States of America,0,186,4431.0,0.057386330329292634,0.0,37.0,324119,0,0,0,7,2016-12-15,2016,dec,15,0,0,0.0,4.0
5,Subtotal ,0,186,4818.0,0.05159844205994296,0.0,38.0,360476,0,0,0,7,2016-12-15,2016,dec,15,-160605,-12153,0.0,-38.0
8,Mexico,0,6921,15.0,5.380465203059892,0.0,0.0,128632,0,0,419,0,2016-12-15,2016,dec,15,0,70,0.0,0.0
10,Belize ,715,66,0.0,212.80653950953678,0.0,0.0,367,,,,,2016-12-15,2016,dec,15,0,0,0.0,0.0
11,Costa Rica,2723,1553,32.0,88.0378834671608,0.0,2.0,4857,0,0,0,1,2016-12-15,2016,dec,15,0,0,0.0,0.0
12,El Salvador,11379,51,0.0,185.9746176374878,0.0,4.0,6146,,,,,2016-12-15,2016,dec,15,0,0,0.0,0.0
13,Guatemala,3290,784,0.0,24.434714808372817,0.0,15.0,16673,5,0,47,13,2016-12-15,2016,dec,15,505,318,0.0,0.0
14,Honduras,31936,298,0.0,393.5775335775336,0.0,2.0,8190,61,0,141,1,2016-12-15,2016,dec,15,29,0,0.0,0.0
15,Nicaragua,0,2051,3.0,33.34959349593496,0.0,2.0,6150,,,,,2016-12-15,2016,dec,15,0,0,0.0,0.0
16,Panama,2456,600,42.0,76.59147869674186,0.0,5.0,3990,35,5,13,3,2016-12-15,2016,dec,15,152,23,0.0,0.0
17,Subtotal ,52499,5403,77.0,124.86144955038492,0.0,30.0,46373,101,5,201,18,2016-12-15,2016,dec,15,52499,5217,0.0,-8.0
2,Bermuda ,0,0,5.0,0.0,0.0,0.0,71,0,0,0,0,2016-12-15,2016,dec,15,0,0,0.0,0.0
20,Dominican Republic,4903,331,0.0,49.15015494412621,0.0,22.0,10649,16,0,274,30,2016-12-15,2016,dec,15,5,4,0.0,0.0
19,Cuba,0,3,30.0,0.026331958219959626,0.0,0.0,11393,,,29,,2016-12-15,2016,dec,15,0,0,0.0,0.0
31,Colombia,97038,8826,0.0,217.58539893945,0.0,67.0,48654,195,216,417,0,2016-12-15,2016,dec,15,309,0,0.0,7.0
30,Bolivia (Plurinational State of),741,140,4.0,8.09147685525349,0.0,9.0,10888,,,,,2016-12-15,2016,dec,15,0,0,0.0,0.0
28,Subtotal ,89053,36610,41.0,332.80277549723246,5.0,59.0,37759,16,1,314,64,2016-12-15,2016,dec,15,36554,31207,5.0,29.0
27,Saint Martin,3020,200,0.0,8944.444444444445,0.0,0.0,36,,,,,2016-12-15,2016,dec,15,70,0,0.0,0.0
26,Saint Barthelemy,950,61,0.0,11233.333333333334,0.0,0.0,9,,,,,2016-12-15,2016,dec,15,20,0,0.0,0.0
32,Ecuador,2693,839,15.0,21.556301495270063,0.0,0.0,16385,,,,,2016-12-15,2016,dec,15,0,0,0.0,0.0
24,Martinique,36680,12,0.0,9265.656565656565,0.0,14.0,396,,,,,2016-12-15,2016,dec,15,0,0,0.0,0.0
23,Haiti,2955,5,0.0,27.28613569321534,0.0,1.0,10848,,,,,2016-12-15,2016,dec,15,0,0,0.0,0.0
22,Guadeloupe,30845,379,0.0,6629.299363057325,0.0,1.0,471,,,,,2016-12-15,2016,dec,15,0,0,0.0,0.0
21,French Guiana,9700,483,10.0,3689.4927536231885,0.0,14.0,276,,,,,2016-12-15,2016,dec,15,0,0,0.0,0.0
25,Puerto Rico,0,35136,1.0,954.5232273838631,5.0,7.0,3681,0,1,11,34,2016-12-15,2016,dec,15,0,311,0.0,0.0
22,Guadeloupe,30845,379,0.0,6629.299363057325,0.0,1.0,471,,,,,2016-12-22,2016,dec,22,0,0,0.0,0.0
23,Haiti,2955,5,0.0,27.28613569321534,0.0,1.0,10848,,,,,2016-12-22,2016,dec,22,0,0,0.0,0.0
24,Martinique,36680,12,0.0,9265.656565656565,0.0,14.0,396,,,,,2016-12-22,2016,dec,22,0,0,0.0,0.0
33,Peru,1098,244,28.0,4.277427168993434,0.0,0.0,31374,,,,,2016-12-22,2016,dec,22,200,90,0.0,0.0
25,Puerto Rico,0,35648,1.0,968.4324911708775,5.0,8.0,3681,0,1,11,34,2016-12-22,2016,dec,22,0,512,0.0,1.0
28,Subtotal ,89053,37122,41.0,334.1587436107948,5.0,60.0,37759,16,1,314,64,2016-12-22,2016,dec,22,0,512,0.0,1.0
27,Saint Martin,3020,200,0.0,8944.444444444445,0.0,0.0,36,,,,,2016-12-22,2016,dec,22,0,0,0.0,0.0
30,Bolivia (Plurinational State of),741,140,4.0,8.09147685525349,0.0,9.0,10888,,,,,2016-12-22,2016,dec,22,0,0,0.0,0.0
31,Colombia,97136,8826,0.0,217.78682122744277,0.0,69.0,48654,195,216,417,0,2016-12-22,2016,dec,22,98,0,0.0,2.0
32,Ecuador,2678,853,15.0,21.55019835215136,0.0,0.0,16385,,,,,2016-12-22,2016,dec,22,-15,14,0.0,0.0
21,French Guiana,9700,483,10.0,3689.4927536231885,0.0,14.0,276,,,,,2016-12-22,2016,dec,22,0,0,0.0,0.0
26,Saint Barthelemy,950,61,0.0,11233.333333333334,0.0,0.0,9,,,,,2016-12-22,2016,dec,22,0,0,0.0,0.0
20,Dominican Republic,4903,331,0.0,49.15015494412621,0.0,22.0,10649,16,0,274,30,2016-12-22,2016,dec,22,0,0,0.0,0.0
13,Guatemala,3343,788,0.0,24.77658489773886,0.0,15.0,16673,5,0,47,13,2016-12-22,2016,dec,22,53,4,0.0,0.0
17,Subtotal ,53805,5489,77.0,127.86319625644232,0.0,30.0,46373,101,5,201,18,2016-12-22,2016,dec,22,-35248,-31633,-5.0,-30.0
16,Panama,2570,652,42.0,80.75187969924812,0.0,5.0,3990,35,5,13,3,2016-12-22,2016,dec,22,114,52,0.0,0.0
15,Nicaragua,0,2053,3.0,33.38211382113821,0.0,2.0,6150,,,,,2016-12-22,2016,dec,22,0,2,0.0,0.0
14,Honduras,31936,298,0.0,393.5775335775336,0.0,2.0,8190,61,0,141,1,2016-12-22,2016,dec,22,0,0,0.0,0.0
12,El Salvador,11401,51,0.0,186.33257403189066,0.0,4.0,6146,,,,,2016-12-22,2016,dec,22,22,0,0.0,0.0
11,Costa Rica,3840,1581,32.0,111.61210623841878,0.0,2.0,4857,0,0,0,1,2016-12-22,2016,dec,22,1117,28,0.0,0.0
10,Belize ,715,66,0.0,212.80653950953678,0.0,0.0,367,,,,,2016-12-22,2016,dec,22,0,0,0.0,0.0
8,Mexico,0,7335,15.0,5.70231357671497,0.0,0.0,128632,0,0,419,0,2016-12-22,2016,dec,22,0,414,0.0,0.0
5,Subtotal ,0,216,4967.0,0.059920771424449897,0.0,40.0,360476,0,0,0,7,2016-12-22,2016,dec,22,-53805,-5273,0.0,10.0
4,United States of America,0,216,4541.0,0.0666421900598237,0.0,39.0,324119,0,0,0,7,2016-12-22,2016,dec,22,0,30,0.0,2.0
3,Canada,0,0,421.0,0.0,0.0,1.0,36286,0,0,0,0,2016-12-22,2016,dec,22,0,0,0.0,0.0
34,Venezuela (Bolivarian Republic of),59235,2380,0.0,195.48526285732416,0.0,0.0,31519,,,,,2016-12-22,2016,dec,22,0,0,0.0,0.0
19,Cuba,0,3,30.0,0.026331958219959626,0.0,0.0,11393,,,29,,2016-12-22,2016,dec,22,0,0,0.0,0.0
36,Brazil,211770,109596,0.0,153.34688502061383,9.0,2228.0,209568,9289,2989,,,2016-12-22,2016,dec,22,873,0,3.0,0.0
67,TOTAL,534620,176239,5233.0,71.22550198388842,18.0,2443.0,998040,9611,3216,1366,93,2016-12-22,2016,dec,22,2550,1176,3.0,4.0
39,Chile,0,0,29.0,0.0,0.0,0.0,18132,,,,,2016-12-22,2016,dec,22,0,0,0.0,0.0
2,Bermuda ,0,0,5.0,0.0,0.0,0.0,71,0,0,0,0,2016-12-22,2016,dec,22,0,0,0.0,0.0
66,Subtotal ,16703,3998,27.0,281.1108093427485,4.0,4.0,7364,10,5,15,4,2016-12-22,2016,dec,22,16703,3782,4.0,-36.0
65,Virgin Islands (US),1018,864,0.0,1827.1844660194174,0.0,0.0,103,,,,,2016-12-22,2016,dec,22,11,23,0.0,0.0
64,Virgin Islands (UK),74,52,0.0,370.5882352941176,0.0,0.0,34,,,,,2016-12-22,2016,dec,22,0,0,0.0,0.0
63,Turks and Caicos Islands,179,17,3.0,384.3137254901961,0.0,0.0,51,,,,,2016-12-22,2016,dec,22,0,0,0.0,0.0
62,Trinidad and Tobago,0,643,1.0,47.10622710622711,0.0,1.0,1365,,,,,2016-12-22,2016,dec,22,0,0,0.0,0.0
61,Suriname,2758,723,0.0,635.2189781021898,4.0,2.0,548,2,5,15,4,2016-12-22,2016,dec,22,0,0,0.0,0.0
60,Sint Maarten (Dutch part),168,62,0.0,560.9756097560976,0.0,0.0,41,0,0,,,2016-12-22,2016,dec,22,0,0,0.0,0.0
59,Saint Vincent and the Grenadines,508,83,0.0,579.4117647058823,0.0,0.0,102,,,,,2016-12-22,2016,dec,22,0,0,0.0,0.0
58,Saint Lucia,822,50,0.0,531.7073170731708,0.0,0.0,164,,,,,2016-12-22,2016,dec,22,0,0,0.0,0.0
57,Saint Kitts and Nevis,549,33,0.0,1119.2307692307693,0.0,0.0,52,,,,,2016-12-22,2016,dec,22,17,7,0.0,0.0
56,Montserrat ,2,5,0.0,140.0,0.0,0.0,5,,,,,2016-12-22,2016,dec,22,0,0,0.0,0.0
55,Jamaica,7052,186,0.0,258.2233321441313,0.0,0.0,2803,,,,,2016-12-22,2016,dec,22,0,0,0.0,0.0
54,Guyana,0,37,0.0,4.7989623865110245,0.0,0.0,771,,,,,2016-12-22,2016,dec,22,0,0,0.0,0.0
53,Grenada,314,111,0.0,382.8828828828829,0.0,1.0,111,8,,,,2016-12-22,2016,dec,22,0,0,0.0,0.0
52,Dominica,1150,79,0.0,1660.8108108108108,0.0,0.0,74,,,,,2016-12-22,2016,dec,22,0,0,0.0,0.0
51,Curacao,0,820,0.0,550.3355704697987,0.0,0.0,149,0,0,,,2016-12-22,2016,dec,22,0,0,0.0,0.0
50,Cayman Islands,211,30,10.0,422.8070175438597,0.0,0.0,57,,,,,2016-12-22,2016,dec,22,0,0,0.0,0.0
49,"Bonaire, St Eustatius and Saba",0,85,0.0,340.0,0.0,0.0,25,0,0,,,2016-12-22,2016,dec,22,0,0,0.0,0.0
48,Barbados,699,46,0.0,256.01374570446734,0.0,0.0,291,,,,,2016-12-22,2016,dec,22,8,0,0.0,0.0
47,Bahamas,0,22,3.0,5.597964376590331,0.0,0.0,393,0,0,0,0,2016-12-22,2016,dec,22,0,0,0.0,0.0
46,Aruba,676,28,7.0,617.5438596491229,0.0,0.0,114,0,0,,,2016-12-22,2016,dec,22,62,0,0.0,0.0
45,Antigua and Barbuda,465,14,2.0,509.5744680851064,0.0,0.0,94,,,,,2016-12-22,2016,dec,22,0,0,0.0,0.0
44,Anguilla,58,8,1.0,388.2352941176471,0.0,0.0,17,,,,,2016-12-22,2016,dec,22,0,0,0.0,0.0
42,Subtotal ,2401,40,59.0,3.535221874637933,0.0,3.0,69048,0,0,0,0,2016-12-22,2016,dec,22,-14302,-3958,-4.0,-1.0
41,Uruguay,0,0,1.0,0.0,0.0,0.0,344,,,,,2016-12-22,2016,dec,22,0,0,0.0,0.0
40,Paraguay,580,14,0.0,8.83271375464684,0.0,2.0,6725,,,,,2016-12-22,2016,dec,22,-10,0,0.0,0.0
38,Argentina,1821,26,29.0,4.212374848906425,0.0,1.0,43847,,,,,2016-12-22,2016,dec,22,0,0,0.0,-1.0
35,Subtotal ,160888,12443,47.0,124.86025068433943,0.0,78.0,138820,195,216,417,0,2016-12-22,2016,dec,22,158487,12403,0.0,75.0
35,Subtotal ,160698,13570,37.0,125.53522547183402,0.0,86.0,138820,195,216,417,0,2016-12-29,2016,dec,29,-190,1127,0.0,8.0
40,Paraguay,555,14,0.0,8.46096654275093,0.0,2.0,6725,,,,,2016-12-29,2016,dec,29,-25,0,0.0,0.0
41,Uruguay,0,0,1.0,0.0,0.0,0.0,344,,,,,2016-12-29,2016,dec,29,0,0,0.0,0.0
42,Subtotal ,2376,40,63.0,3.4990151778472947,0.0,3.0,69048,0,0,0,0,2016-12-29,2016,dec,29,-158322,-13530,0.0,-83.0
44,Anguilla,23,18,1.0,241.1764705882353,0.0,0.0,17,,,,,2016-12-29,2016,dec,29,-35,10,0.0,0.0
45,Antigua and Barbuda,465,14,2.0,509.5744680851064,0.0,0.0,94,,,,,2016-12-29,2016,dec,29,0,0,0.0,0.0
46,Aruba,676,28,7.0,617.5438596491229,0.0,0.0,114,0,0,,,2016-12-29,2016,dec,29,0,0,0.0,0.0
47,Bahamas,0,22,3.0,5.597964376590331,0.0,0.0,393,0,0,0,0,2016-12-29,2016,dec,29,0,0,0.0,0.0
48,Barbados,699,46,0.0,256.01374570446734,0.0,0.0,291,,,,,2016-12-29,2016,dec,29,0,0,0.0,0.0
49,"Bonaire, St Eustatius and Saba",0,85,0.0,340.0,0.0,0.0,25,0,0,,,2016-12-29,2016,dec,29,0,0,0.0,0.0
50,Cayman Islands,211,30,10.0,422.8070175438597,0.0,0.0,57,,,,,2016-12-29,2016,dec,29,0,0,0.0,0.0
51,Curacao,0,820,0.0,550.3355704697987,0.0,0.0,149,0,0,,,2016-12-29,2016,dec,29,0,0,0.0,0.0
52,Dominica,1150,79,0.0,1660.8108108108108,0.0,0.0,74,,,,,2016-12-29,2016,dec,29,0,0,0.0,0.0
53,Grenada,314,111,0.0,382.8828828828829,0.0,1.0,111,8,,,,2016-12-29,2016,dec,29,0,0,0.0,0.0
54,Guyana,0,37,0.0,4.7989623865110245,0.0,0.0,771,,,,,2016-12-29,2016,dec,29,0,0,0.0,0.0
55,Jamaica,7052,186,0.0,258.2233321441313,0.0,0.0,2803,,,,,2016-12-29,2016,dec,29,0,0,0.0,0.0
56,Montserrat ,2,5,0.0,140.0,0.0,0.0,5,,,,,2016-12-29,2016,dec,29,0,0,0.0,0.0
57,Saint Kitts and Nevis,549,33,0.0,1119.2307692307693,0.0,0.0,52,,,,,2016-12-29,2016,dec,29,0,0,0.0,0.0
58,Saint Lucia,822,50,0.0,531.7073170731708,0.0,0.0,164,,,,,2016-12-29,2016,dec,29,0,0,0.0,0.0
59,Saint Vincent and the Grenadines,508,83,0.0,579.4117647058823,0.0,0.0,102,,,,,2016-12-29,2016,dec,29,0,0,0.0,0.0
60,Sint Maarten (Dutch part),168,62,0.0,560.9756097560976,0.0,0.0,41,0,0,,,2016-12-29,2016,dec,29,0,0,0.0,0.0
61,Suriname,2758,723,0.0,635.2189781021898,4.0,2.0,548,2,5,15,4,2016-12-29,2016,dec,29,0,0,0.0,0.0
62,Trinidad and Tobago,0,643,1.0,47.10622710622711,0.0,1.0,1365,,,,,2016-12-29,2016,dec,29,0,0,0.0,0.0
63,Turks and Caicos Islands,179,17,3.0,384.3137254901961,0.0,0.0,51,,,,,2016-12-29,2016,dec,29,0,0,0.0,0.0
64,Virgin Islands (UK),74,52,0.0,370.5882352941176,0.0,0.0,34,,,,,2016-12-29,2016,dec,29,0,0,0.0,0.0
65,Virgin Islands (US),1028,877,0.0,1849.514563106796,0.0,0.0,103,,,,,2016-12-29,2016,dec,29,10,13,0.0,0.0
39,Chile,0,0,33.0,0.0,0.0,0.0,18132,,,,,2016-12-29,2016,dec,29,0,0,0.0,0.0
38,Argentina,1821,26,29.0,4.212374848906425,0.0,1.0,43847,,,,,2016-12-29,2016,dec,29,0,0,0.0,0.0
34,Venezuela (Bolivarian Republic of),59235,2380,0.0,195.48526285732416,0.0,0.0,31519,,,,,2016-12-29,2016,dec,29,0,0,0.0,0.0
4,United States of America,0,217,4592.0,0.06695071871750807,0.0,39.0,324119,0,0,0,7,2016-12-29,2016,dec,29,0,1,0.0,0.0
5,Subtotal ,0,217,5018.0,0.06019818240326679,0.0,40.0,360476,0,0,0,7,2016-12-29,2016,dec,29,-2376,177,0.0,37.0
8,Mexico,0,7335,15.0,5.70231357671497,0.0,0.0,128632,0,0,419,0,2016-12-29,2016,dec,29,0,0,0.0,0.0
10,Belize ,756,68,0.0,224.52316076294278,0.0,0.0,367,,,,,2016-12-29,2016,dec,29,41,2,0.0,0.0
11,Costa Rica,3840,1581,32.0,111.61210623841878,0.0,2.0,4857,0,0,0,1,2016-12-29,2016,dec,29,0,0,0.0,0.0
12,El Salvador,11413,51,0.0,186.52782297429223,0.0,4.0,6146,,,,,2016-12-29,2016,dec,29,12,0,0.0,0.0
13,Guatemala,3343,788,0.0,24.77658489773886,0.0,15.0,16673,5,0,47,13,2016-12-29,2016,dec,29,0,0,0.0,0.0
14,Honduras,31936,298,0.0,393.5775335775336,0.0,2.0,8190,61,0,141,1,2016-12-29,2016,dec,29,0,0,0.0,0.0
15,Nicaragua,0,2053,3.0,33.38211382113821,0.0,2.0,6150,,,,,2016-12-29,2016,dec,29,0,0,0.0,0.0
16,Panama,2570,652,42.0,80.75187969924812,0.0,5.0,3990,35,5,13,3,2016-12-29,2016,dec,29,0,0,0.0,0.0
17,Subtotal ,53858,5491,77.0,127.9817997541673,0.0,30.0,46373,101,5,201,18,2016-12-29,2016,dec,29,53858,5274,0.0,-10.0
19,Cuba,0,3,30.0,0.026331958219959626,0.0,0.0,11393,,,29,,2016-12-29,2016,dec,29,0,0,0.0,0.0
20,Dominican Republic,4903,331,0.0,49.15015494412621,0.0,22.0,10649,16,0,274,30,2016-12-29,2016,dec,29,0,0,0.0,0.0
21,French Guiana,9700,483,10.0,3689.4927536231885,0.0,16.0,276,,,,,2016-12-29,2016,dec,29,0,0,0.0,2.0
22,Guadeloupe,30845,379,0.0,6629.299363057325,0.0,6.0,471,,,,,2016-12-29,2016,dec,29,0,0,0.0,5.0
23,Haiti,2955,5,0.0,27.28613569321534,0.0,1.0,10848,,,,,2016-12-29,2016,dec,29,0,0,0.0,0.0
24,Martinique,36680,12,0.0,9265.656565656565,0.0,18.0,396,,,,,2016-12-29,2016,dec,29,0,0,0.0,4.0
25,Puerto Rico,0,35870,1.0,974.4634610160283,5.0,10.0,3681,0,1,11,34,2016-12-29,2016,dec,29,0,222,0.0,2.0
